NAME:,walking3,,
0.694,0.9,-2.55,6.12
0.695,0.9,-3.1,7.92
0.696,1.37,-2.35,9.65
0.697,1.77,-2.79,11.02
0.698,2.12,-3.14,11.3
0.699,1.65,-4.98,13.1
0.7,4.43,-0.12,17.1
0.701,2.39,1.22,12.04
0.702,1.96,-0.27,8.79
0.703,1.92,-0.78,8.36
0.704,2.47,0.24,8.59
0.705,1.73,-0.04,6.39
0.706,1.45,-0.51,4.55
0.707,0.67,-1.29,3.57
0.708,0.75,-1.22,3.8
0.709,0.51,-1.33,4.67
0.71,0.55,-1.29,5.96
0.711,1.45,-2.12,6.98
0.712,2.08,-2.39,8.24
0.713,2.35,-1.49,10.51
0.714,2.59,-3.57,12.94
0.715,3.45,-2.35,15.42
0.716,2.75,0.86,14.08
0.717,4.28,-2.2,10.47
0.718,4.82,-2.71,8.87
0.719,2.79,-0.31,8
0.72,2.08,-0.43,6.67
0.721,1.49,-1.33,4.79
0.722,1.18,-2.24,3.92
0.723,1.29,-2.75,4.28
0.724,1.14,-2.98,5.37
0.725,0.9,-2.28,6.9
0.726,1.18,-1.77,8.12
0.727,0.98,-2.04,9.14
0.728,1.61,-2.51,10.12
0.729,0.98,-4.63,11.02
0.73,2.24,-4.94,15.89
0.731,3.18,0.59,16.4
0.732,0.78,-2.24,10.12
0.733,1.8,-2.55,9.92
0.734,2.31,-0.35,10.71
0.735,1.92,0.31,8.98
0.736,1.1,0,5.49
0.737,0.67,-0.82,3.92
0.738,0.82,-1.37,3.45
0.739,0.67,-1.33,3.96
0.74,0.24,-1.29,4.82
0.741,1.14,-1.8,5.88
0.742,0.86,-1.73,7.37
0.743,1.84,-1.69,9.81
0.744,2.28,-2.98,11.1
0.745,3.1,-3.8,14.44
0.746,3.53,-1.57,15.26
0.747,2.2,-0.67,11.14
0.748,4.75,-3.22,8.67
0.749,3.49,-2.75,8.36
0.75,3.02,-1.18,8.51
0.751,1.77,-1.41,7.02
0.752,1.45,-2.28,4.79
0.753,1.02,-2.75,3.65
0.754,1.26,-2.63,4.47
0.755,0.75,-2.24,5.26
0.756,1.18,-2.63,6.55
0.757,1.18,-2.35,8.36
0.758,1.57,-2.31,10.43
0.759,1.88,-3.22,10.43
0.76,0.75,-5.45,11.02
0.761,3.49,-2.98,17.02
0.762,2.94,0.47,14.4
0.763,1.69,-1.61,9.77
0.764,1.29,-0.98,9.45
0.765,2.47,-0.82,9.92
0.766,1.49,-0.31,7.37
0.767,1.02,-0.55,5.06
0.768,0.67,-0.94,4
0.769,0.43,-1.22,4.04
0.77,0.71,-1.37,4.9
0.771,1.18,-1.33,5.45
0.772,1.57,-2.16,6
0.773,1.92,-2.55,7.06
0.774,2.51,-2.39,9.85
0.775,2.55,-3.1,11.1
0.776,3.41,-4,14
0.777,3.41,-1.14,14.28
0.778,2.47,-0.9,11.38
0.779,5.65,-2.98,9.92
0.78,3.69,-1.49,8.32
0.781,1.92,-1.1,6.79
0.782,1.37,-1.92,5.06
0.783,0.98,-2.35,4.35
0.784,0.67,-2.47,4
0.785,0.94,-3.1,4.98
0.786,1.33,-3.06,6.9
0.787,1.65,-2.43,8.75
0.788,1.49,-2.08,9.73
0.789,1.84,-3.22,9.22
0.79,2.51,-3.69,10.04
0.791,1.02,-4.55,10.71
0.792,2.28,-4.71,15.85
0.793,3.69,1.33,16.48
0.794,1.49,-0.59,12
0.795,2.47,-1.96,9.96
0.796,2.04,-0.9,8.9
0.797,1.65,-0.31,6.94
0.798,1.41,-0.9,4.04
0.799,0.35,-1.57,3.14
0.8,0,-1.22,3.1
0.801,0.51,-1.41,3.65
0.802,1.45,-2.2,5.41
0.803,1.57,-2.98,6.16
0.804,2.43,-3.53,8.08
0.805,3.3,-3.3,10.98
0.806,4.12,-4.04,12.28
0.807,4.24,-4.24,13.34
0.808,2.28,-1.02,13.18
0.809,4.35,-1.49,12.16
0.81,4.04,-0.94,9.81
0.811,3.53,-1.77,8.12
0.812,2.12,-1.84,7.02
0.813,1.61,-1.02,5.57
0.814,1.18,-1.96,4.79
0.815,1.26,-2.82,4.24
0.816,1.29,-2.71,4.79
0.817,1.49,-2.71,6.24
0.818,1.8,-3.37,7.18
0.819,1.37,-3.88,8.28
0.82,1.8,-2.94,10.87
0.821,2.55,-2.59,11.49
0.822,1.18,-5.37,11.41
0.823,4.16,-2.59,16.32
0.824,2.43,0.39,12.98
0.825,1.61,-1.06,8.67
0.826,2.47,-2.08,7.96
0.827,1.88,-0.59,8.36
0.828,2.47,-0.67,7.96
0.829,1.77,-0.98,5.65
0.83,1.29,-1.37,4.12
0.831,0.9,-2,3.92
0.832,0.35,-2.31,4.12
0.833,0.43,-2.39,5.69
0.834,0,-3.06,6.55
0.835,0.12,-3.53,9.49
0.836,2.43,-2.71,11.73
0.837,3.73,-3.88,12.16
0.838,3.41,-4.39,13.06
0.839,3.37,-0.67,13.93
0.84,4.79,-1.1,10.43
0.841,4.08,-2.12,8.39
0.842,2.24,-0.63,7.1
0.843,1.73,-1.65,5.88
0.844,1.02,-1.8,4.39
0.845,0.59,-1.69,3.8
0.846,0.04,-2.67,3.65
0.847,0.51,-3.1,4.2
0.848,0.31,-3.22,5.53
0.849,0.94,-2.79,8.2
0.85,1.37,-2.9,10.51
0.851,1.73,-3.18,11.3
0.852,1.92,-4.04,12.4
0.853,1.57,-4.82,16.83
0.854,3.49,1.02,16.51
0.855,0.51,-1.41,10.12
0.856,0.67,-1.77,8.63
0.857,2.28,-0.86,8.79
0.858,1.57,-0.35,7.02
0.859,1.18,-0.75,5.18
0.86,0.78,-1.33,3.65
0.861,0.63,-1.14,4.08
0.862,0.82,-1.18,4.47
0.863,0.63,-1.41,5.61
0.864,1.29,-1.61,7.41
0.865,1.96,-1.92,9.3
0.866,2.43,-2.2,11.45
0.867,2.98,-3.69,12.24
0.868,4.31,-3.06,14.51
0.869,2.55,-0.55,13.3
0.87,2.71,-0.59,10.2
0.871,4.82,-2.12,8.79
0.872,2.28,-1.02,6.94
0.873,1.61,-1.37,6.24
0.874,1.14,-1.69,5.14
0.875,0.98,-2.31,4.39
0.876,1.1,-2.47,4.59
0.877,1.29,-2.51,5.96
0.878,1.02,-2.51,6.94
0.879,1.49,-2.94,8.12
0.88,1.57,-2.59,9.65
0.881,1.92,-3.41,10.47
0.882,1.57,-3.65,10
0.883,0.47,-4.39,11.69
0.884,3.3,0.31,16.2
0.885,-0.04,-1.06,11.81
0.886,2.67,-1.49,11.81
0.887,2.51,-0.71,10.63
0.888,1.18,-0.24,7.81
0.889,1.53,-1.18,4.98
0.89,0.71,-1.45,3.84
0.891,0.12,-1.22,3.61
0.892,0.98,-1.84,4.51
0.893,0.51,-2.04,5.26
0.894,0.43,-2.39,5.57
0.895,2.75,-3.45,8.59
0.896,2.71,-2.12,11.02
0.897,2.59,-3.49,11.3
0.898,3.8,-3.73,12.71
0.899,1.02,-0.55,12.28
0.9,4.2,-1.92,11.14
0.901,4.79,-2.51,9.89
0.902,3.22,-1.14,8.51
0.903,1.57,-1.22,6.39
0.904,1.45,-2.39,4.59
0.905,0.98,-2.94,3.73
0.906,0.63,-3.1,4.55
0.907,1.06,-3.02,6.51
0.908,0.98,-3.06,7.88
0.909,1.53,-2.55,9.65
0.91,1.65,-2.67,9.69
0.911,1.84,-3.14,9.57
0.912,1.18,-5.06,10.4
0.913,3.57,-3.77,17.3
0.914,3.45,0.94,15.77
0.915,1.37,-0.59,10.24
0.916,1.8,-1.92,8.36
0.917,2.24,-1.06,9.1
0.918,2.75,-0.12,8.79
0.919,1.29,-0.35,5.49
0.92,0.9,-0.98,3.14
0.921,0.82,-1.49,3.02
0.922,0.63,-1.45,4.47
0.923,1.02,-1.41,5.77
0.924,1.41,-2.51,6.67
0.925,2.28,-1.84,8.36
0.926,2.39,-1.26,10.08
0.927,2.51,-2.71,9.69
0.928,3.22,-4.08,11.73
0.929,3.22,-1.18,14.08
0.93,1.53,-0.71,11.45
0.931,5.14,-4.12,10.32
0.932,3.88,-3.14,9.85
0.933,2.67,-0.82,8.55
0.934,1.26,-1.57,5.57
0.935,1.02,-2.31,4.2
0.936,0.82,-2.47,3.61
0.937,0.94,-2.55,4.67
0.938,0.67,-2.51,6.71
0.939,1.18,-2.39,8.51
0.94,2.08,-2.67,10.28
0.941,2.43,-3.22,11.1
0.942,1.41,-5.14,10.71
0.943,4.08,-3.18,16.83
0.944,3.61,0.82,14.55
0.945,2.08,-2.55,9.69
0.946,2.28,-2.51,9.61
0.947,2.63,-1.37,10.75
0.948,2.39,-0.63,8.39
0.949,1.88,-0.63,5.73
0.95,0.75,-0.82,3.53
0.951,0.82,-0.82,3.1
0.952,0.75,-1.29,3.96
0.953,0.27,-1.45,4.9
0.954,0.55,-1.65,6.35
0.955,1.65,-2.16,7.65
0.956,2.31,-2.12,9.92
0.957,2.55,-2.43,10.79
0.958,4.63,-3.53,12.59
0.959,2.94,-2.08,12.4
0.96,3.33,-1.65,11.34
0.961,5.41,-2.9,9.77
0.962,3.73,-2.59,7.77
0.963,2.39,-2.16,6.51
0.964,1.33,-2.43,5.41
0.965,0.94,-2.75,5.33
0.966,0.75,-2.9,5.33
0.967,1.02,-3.18,6.28
0.968,1.33,-2.82,8
0.969,0.94,-2.67,8.59
0.97,1.49,-2.75,9.69
0.971,2.51,-3.14,10.43
0.972,1.33,-5.33,10.55
0.973,2.86,-5.53,15.3
0.974,4.82,0.2,16.2
0.975,1.61,-1.1,9.69
0.976,2.16,-2.67,8.24
0.977,2.94,-2,9.61
0.978,2.12,-0.43,8.59
0.979,1.1,-1.06,5.41
0.98,0.82,-1.29,3.73
0.981,0.35,-1.45,3.96
0.982,0.78,-1.26,4.71
0.983,0.94,-1.53,5.49
0.984,0.94,-1.49,6.08
0.985,2.28,-2.35,7.69
0.986,2.67,-1.77,9.34
0.987,3.22,-3.14,10.36
0.988,4.31,-2.71,14.4
0.989,3.22,0.71,13.73
0.99,4.35,-2.51,10.79
0.991,5.18,-3.61,7.65
0.992,3.33,-2.28,6.71
0.993,2.35,-2.16,6.04
0.994,1.37,-2.59,5.14
0.995,0.86,-2.51,5.02
0.996,0.75,-2.82,5.26
0.997,1.14,-3.14,6.32
0.998,1.14,-3.1,7.96
0.999,1.37,-2.67,9.73
1,1.69,-2.67,11.22
1.001,2.24,-4.24,11.57
1.002,2.9,-4.55,15.77
1.003,4.86,-0.12,16.44
1.004,2.24,-1.14,10.83
1.005,1.96,-2.43,9.45
1.006,2.39,-1.02,10.59
1.007,1.84,-0.12,9.53
1.008,1.37,-0.75,5.96
1.009,1.02,-0.71,4
1.01,0.27,-0.98,3.33
1.011,0.71,-1.33,3.77
1.012,1.61,-1.88,4.71
1.013,1.8,-1.92,6.24
1.014,1.88,-1.1,7.22
1.015,3.1,-1.61,8.87
1.016,3.65,-2.31,9.65
1.017,4.51,-2.71,11.77
1.018,2.2,-1.69,11.26
1.019,4.39,-2.67,12.28
1.02,5.33,-2.59,11.26
1.021,4.24,-2.67,9.61
1.022,3.14,-2.43,7.41
1.023,1.53,-2.39,5.41
1.024,1.1,-2.31,4.71
1.025,1.06,-2.31,4.9
1.026,1.02,-2.67,5.33
1.027,1.14,-2.39,6.59
1.028,0.94,-2.43,8.12
1.029,1.65,-2.47,10.24
1.03,2.9,-2.12,12.36
1.031,2.43,-3.41,14.04
1.032,5.53,-0.39,15.89
1.033,2.16,-0.55,10.83
1.034,2,-2.94,9.61
1.035,3.84,-2.24,12.12
1.036,2.55,-0.39,10.67
1.037,2.39,-1.22,7.02
1.038,1.77,-1.53,5.33
1.039,0.63,-1.14,4.79
1.04,1.18,-1.26,4.67
1.041,2.16,-1.88,4.79
1.042,1.29,-1.26,5.18
1.043,1.37,-1.18,5.88
1.044,2.82,-0.98,7.49
1.045,2.51,-0.75,8.43
1.046,3.53,-0.71,9.45
1.047,3.02,-1.41,10.63
1.048,2.43,-0.39,11.53
1.049,5.84,-1.73,11.18
1.05,4.35,-3.73,8.9
1.051,4,-1.88,9.92
1.052,3.3,-1.61,9.26
1.053,1.84,-2.2,7.26
1.054,1.18,-2.43,6.71
1.055,1.06,-2.55,6.71
1.056,1.1,-2.79,6.51
1.057,1.18,-2.59,6.83
1.058,1.18,-2.9,7.14
1.059,1.8,-2.98,8.55
1.06,3.06,-3.37,10.94
1.061,2.59,-4,13.45
1.062,2.47,-2.43,14.36
1.063,5.37,0.86,14.63
1.064,3.06,-0.27,10.16
1.065,2.39,-1.06,9.89
1.066,3.41,0.24,11.26
1.067,1.96,1.26,8.87
1.068,1.57,-0.04,5.61
1.069,1.73,-0.63,4.67
1.07,0.94,0.08,4.2
1.071,1.57,-0.35,4.63
1.072,1.73,-1.1,4.94
1.073,0.98,-0.59,5.53
1.074,2.43,-1.14,7.26
1.075,2.71,-0.86,9.22
1.076,4.31,-1.45,10.28
1.077,4.98,-3.14,12.51
1.078,3.02,-1.02,12.94
1.079,5.61,-2.12,12.04
1.08,5.22,-2.98,9.06
1.081,2.94,-2.47,6.71
1.082,2.31,-2.47,5.92
1.083,1.49,-2.51,5.84
1.084,0.94,-2.47,5.53
1.085,0.78,-2.51,5.49
1.086,1.29,-2.67,6.39
1.087,0.98,-2.75,7.34
1.088,0.75,-2.63,8.47
1.089,1.49,-3.3,9.45
1.09,1.92,-3.49,10.9
1.091,0,-6.12,11.38
1.092,2.79,-4.12,17.65
1.093,5.06,1.02,15.69
1.094,1.73,-2.59,9.38
1.095,4.39,-2.04,10.04
1.096,3.8,-0.78,9.49
1.097,2.24,-0.35,6.9
1.098,1.49,-0.98,4.82
1.099,0.71,-0.51,3.65
1.1,1.29,-1.37,3.77
1.101,1.84,-1.22,4.79
1.102,0.82,-1.41,4.75
1.103,1.57,-1.73,6
1.104,2,-1.49,7.53
1.105,2.59,-1.49,8.87
1.106,3.33,-3.33,9.53
1.107,5.02,-3.53,13.26
1.108,2.47,-0.67,12.59
1.109,3.8,-3.06,11.96
1.11,4.35,-2.79,10.4
1.111,2.51,-2.59,7.85
1.112,1.88,-2.82,5.53
1.113,1.53,-2.59,5.26
1.114,0.2,-1.96,5.33
1.115,0.35,-2.43,5.3
1.116,0.59,-3.18,5.81
1.117,1.06,-3.41,7.22
1.118,1.37,-3.22,9.85
1.119,1.57,-2.9,11.73
1.12,1.88,-3.26,11.81
1.121,2.12,-5.22,15.1
1.122,5.02,1.02,16.63
1.123,2.51,-0.08,11.77
1.124,2.9,-2.67,10.16
1.125,2.63,-0.67,10
1.126,2,-0.35,7.96
1.127,2.08,-0.71,6.12
1.128,1.26,-0.63,4.63
1.129,1.02,-0.63,3.26
1.13,1.61,-1.61,3.41
1.131,1.26,-0.75,4.47
1.132,1.96,-1.18,4.98
1.133,2.94,-1.45,7.02
1.134,2.9,-0.63,8.83
1.135,3.77,-2.63,8.51
1.136,5.88,-4.82,11.61
1.137,4.82,-1.49,12.24
1.138,4.2,-2.94,11.61
1.139,5.26,-2.51,11.41
1.14,3.53,-2.55,9.38
1.141,2.51,-2.63,7.3
1.142,1.65,-2.9,5.57
1.143,0.86,-2.43,4.98
1.144,0.94,-2.51,5.1
1.145,0.98,-2.75,5.73
1.146,0.9,-2.59,7.3
1.147,1.37,-2.67,8.59
1.148,2.04,-3.18,10.63
1.149,2.55,-3.14,11.49
1.15,0.82,-5.45,10.43
1.151,2.63,-4.82,14.98
1.152,5.18,0.55,14.83
1.153,1.61,-2.28,9.34
1.154,3.18,-2.59,9.69
1.155,3.06,-1.02,10
1.156,2.24,-0.27,7.65
1.157,1.96,-0.98,4.82
1.158,0.98,-0.9,3.73
1.159,1.53,-1.33,4.08
1.16,1.53,-1.1,5.1
1.161,1.53,-0.43,5.33
1.162,1.22,-1.49,5.3
1.163,2.39,-1.8,6.86
1.164,3.26,-1.61,9.14
1.165,3.88,-2.51,11.14
1.166,3.8,-2.9,13.1
1.167,4.2,-0.78,14.59
1.168,5.06,-1.69,13.57
1.169,4,-2.47,9.81
1.17,2.86,-2.75,7.69
1.171,1.92,-2,6.79
1.172,1.29,-2.12,5.73
1.173,0.63,-2.39,4.67
1.174,0.55,-2.47,4.86
1.175,1.14,-1.88,5.69
1.176,1.02,-2.24,6.51
1.177,1.06,-2.82,7.61
1.178,1.69,-2.51,9.14
1.179,2.67,-2.47,10.98
1.18,3.37,-3.88,14.79
1.181,5.73,-0.55,16.28
1.182,2.82,0.67,11.96
1.183,2.59,-2.43,9.92
1.184,2.75,-0.43,10.75
1.185,2.39,0.2,9.57
1.186,2.55,-0.94,6.35
1.187,1.33,-1.02,4.35
1.188,1.1,-0.67,4
1.189,1.45,-0.51,4.67
1.19,0.9,-0.35,4.71
1.191,1.41,-0.51,4.59
1.192,1.57,-1.88,5.69
1.193,2.31,-1.84,7.88
1.194,2.35,-1.18,9.61
1.195,3.69,-4.16,12.87
1.196,4.79,-0.35,16.55
1.197,3.14,0.94,13.38
1.198,6.86,-3.14,11.53
1.199,3.84,-2,8.9
1.2,2.86,-0.98,7.1
1.201,1.57,-1.45,5.57
1.202,0.67,-1.53,4.86
1.203,0.35,-2.12,4.9
1.204,0.9,-2.35,5.92
1.205,0.9,-2.35,6.71
1.206,0.35,-2.39,7.81
1.207,0.82,-2.86,9.02
1.208,1.14,-3.41,10.2
1.209,1.77,-2.9,11.69
1.21,1.06,-5.06,14.28
1.211,4.04,-0.04,15.93
1.212,2.67,0.43,11.85
1.213,2.63,-2.16,9.92
1.214,1.88,-0.39,10.24
1.215,1.14,0.47,8.83
1.216,1.49,-0.12,6.24
1.217,1.06,-0.59,4.31
1.218,0.59,-1.02,3.88
1.219,1.1,-1.45,4.71
1.22,1.41,-1.37,5.81
1.221,1.02,-1.49,6.08
1.222,2.24,-2.39,7.41
1.223,2.67,-1.84,8.98
1.224,2.86,-2.12,9.77
1.225,3.96,-3.73,10.75
1.226,3.88,-2.47,12.87
1.227,3.18,-0.59,12.55
1.228,5.14,-2.47,11.38
1.229,3.49,-2.2,8.94
1.23,1.92,-2.08,6.55
1.231,1.53,-2.04,5.92
1.232,1.57,-1.77,5.61
1.233,0.75,-1.84,4.94
1.234,0.67,-2.43,5.1
1.235,1.1,-2.55,5.69
1.236,1.22,-2.67,7.92
1.237,1.29,-2.28,10.04
1.238,2.08,-2.51,11.18
1.239,2.47,-3.26,11.02
1.24,1.18,-4.86,11.22
1.241,3.88,-1.65,16.28
1.242,2.82,0.55,13.02
1.243,1.18,-1.06,10.04
1.244,2.98,-0.75,9.69
1.245,2.31,-0.24,8.75
1.246,1.65,0.31,7.1
1.247,1.65,-0.47,5.1
1.248,1.26,-1.1,4.51
1.249,1.06,-0.98,4.35
1.25,1.8,-0.94,4.82
1.251,1.57,-1.61,5.18
1.252,1.45,-1.45,6.16
1.253,2.75,-1.14,8.83
1.254,3.3,-1.22,9.69
1.255,4.08,-3.49,10.36
1.256,5.02,-2.43,13.26
1.257,2.47,-1.06,11.18
1.258,5.96,-3.73,10.87
1.259,3.33,-1.65,9.77
1.26,2.47,-1.77,8.79
1.261,1.69,-2.43,6.2
1.262,0.98,-2.43,4.94
1.263,0.71,-2.35,4.71
1.264,0.43,-2.86,4.82
1.265,1.37,-3.14,6.16
1.266,1.77,-3.22,7.85
1.267,1.33,-2.75,9.49
1.268,2.28,-3.18,10.63
1.269,3.18,-3.41,11.18
1.27,1.22,-5.18,10.55
1.271,4.94,-1.77,16.16
1.272,3.06,0.08,12.32
1.273,1.96,-2.31,9.38
1.274,3.33,-2.55,10.08
1.275,2.82,-0.27,9.92
1.276,2.16,-0.2,7.53
1.277,1.53,-0.78,5.33
1.278,0.75,-1.33,4.04
1.279,0.98,-1.41,4.24
1.28,0.86,-1.57,4.55
1.281,1.1,-1.33,5.49
1.282,1.29,-1.77,5.88
1.283,2.04,-1.92,7.14
1.284,2.63,-1.37,8.9
1.285,3.73,-3.02,9.77
1.286,4.43,-3.37,11.92
1.287,2.71,-0.67,13.14
1.288,5.88,-1.73,13.38
1.289,5.18,-2.43,10.87
1.29,2.47,-1.77,7.53
1.291,1.96,-2.2,6.24
1.292,1.73,-2.31,5.41
1.293,1.29,-2.67,4.79
1.294,0.71,-2.63,4.79
1.295,1.1,-3.02,5.84
1.296,1.45,-2.59,8.08
1.297,2.24,-2.08,9.85
1.298,2.12,-2.31,10.51
1.299,2.39,-2.98,10.4
1.3,1.77,-4.63,10.98
1.301,3.92,-2.31,15.77
1.302,3.77,1.1,13.73
1.303,1.49,-0.08,9.85
1.304,1.26,-0.82,9.18
1.305,2.39,-1.1,9.81
1.306,2.43,-0.24,8.75
1.307,1.49,0,6.43
1.308,0.75,-0.78,4
1.309,0.71,-1.26,3.61
1.31,1.29,-0.94,4.16
1.311,1.02,-1.49,5.3
1.312,1.14,-0.9,6.63
1.313,1.65,-1.73,7.81
1.314,2.71,-1.53,9.89
1.315,3.02,-1.61,10.43
1.316,3.96,-3.41,12.43
1.317,4.12,-1.26,14
1.318,3.96,0.39,11.53
1.319,5.77,-3.22,8.9
1.32,3.84,-2.55,7.85
1.321,1.96,-1.1,6.79
1.322,1.33,-2.28,5.84
51.99641,1.26,-2.31,5.14
1.325,1.26,-2.39,5.02
1.326,1.37,-2.86,5.61
1.327,1.73,-2.79,7.26
1.328,1.41,-2.35,8.75
1.329,1.41,-2.24,10.08
1.33,2,-2.55,10.94
1.331,1.06,-4.47,11.1
1.332,3.77,-2.24,16.16
1.333,3.41,0.75,14.04
1.334,1.84,-1.8,9.81
1.335,2.55,-1.22,9.65
1.336,2.59,-0.67,8.9
1.337,1.96,-0.39,6.79
1.338,1.29,-0.35,4.98
1.339,0.71,-0.94,4.04
1.34,0.86,-0.82,4.39
1.341,1.22,-1.1,4.82
1.342,1.41,-1.77,6.16
1.343,1.53,-1.69,7.45
1.344,2.55,-1.96,8.24
1.345,2.24,-3.18,8.39
1.346,4.12,-2.55,12.4
1.347,1.41,1.26,14.12
1.348,4.67,1.02,12.83
1.349,6.59,-3.3,9.77
1.35,3.73,-0.59,8.08
1.351,3.73,-0.51,7.57
1.352,2.79,-1.88,6.08
1.353,1.8,-2.28,4.9
1.354,1.77,-2.79,4.79
1.355,1.77,-3.06,5.3
1.356,1.37,-3.3,6.43
1.357,1.26,-3.02,8.47
1.358,1.29,-2.16,10.98
1.359,1.61,-2.43,11.41
1.36,2,-2.86,10.79
1.361,0.47,-4.04,10.59
1.362,3.65,-0.71,16.36
1.363,3.73,1.41,13.18
1.364,0.63,-1.22,8.94
1.365,2.55,-0.51,9.34
1.366,2.2,-0.43,8.08
1.367,0.55,-0.51,5.81
1.368,1.02,-0.94,5.41
1.369,1.18,-0.67,6.2
1.37,0.35,-0.47,5.81
1.371,1.06,-1.57,5.49
1.372,1.37,-1.18,5.73
1.373,1.84,-1.65,7.06
1.374,2.94,-1.26,8.16
1.375,3.84,-1.77,9.38
1.376,4.47,-1.22,11.61
1.377,1.49,-0.12,12.32
1.378,2.59,1.41,12.16
1.379,5.96,-1.92,10.43
1.38,4.59,-2.16,8.2
1.381,3.33,-1.77,7.1
1.382,2.39,-1.88,6.79
1.383,1.84,-1.73,6.24
1.384,1.29,-2.43,5.61
1.385,1.29,-2.51,6.08
1.386,1.49,-2.51,6.9
1.387,1.26,-2.71,7.77
1.388,1.22,-2.63,8.47
1.389,1.33,-2.51,9.45
1.39,2.39,-2.94,10.47
1.391,1.49,-4.04,10.36
1.392,3.45,-2.9,15.89
1.393,3.96,1.37,15.22
1.394,1.61,-1.14,10.2
1.395,3.14,-1.69,9.73
1.396,2.2,-0.75,8.98
1.397,2.04,0.47,7.26
1.398,2.08,-0.51,5.84
1.399,0.67,-0.43,4.67
1.4,0.86,-0.63,4.43
1.401,1.41,-1.45,5.02
1.402,1.45,-1.29,5.49
1.403,1.92,-1.18,6.94
1.404,2.9,-1.02,8.2
1.405,3.57,-1.73,9.14
1.406,4.63,-2.98,11.22
1.407,3.37,-0.51,12.47
1.408,3.53,0.08,11.41
1.409,5.88,-2.79,9.69
1.41,4.51,-2.51,8.28
1.411,3.77,-2,7.81
1.412,2.82,-2.39,6.79
1.413,1.65,-2,5.45
1.414,1.26,-2.28,4.9
1.415,1.22,-2.51,5.33
1.416,1.53,-2.63,6.71
1.417,1.73,-2.63,7.88
1.418,1.53,-3.26,8.75
1.419,2.28,-3.02,10.2
1.42,2.35,-3.45,11.45
1.421,1.26,-4.9,12.91
1.422,5.18,-0.31,16.75
1.423,2.79,0.08,12.04
1.424,2.94,-1.84,9.41
1.425,3.69,-1.33,9.81
1.426,2.12,0.47,8.59
1.427,3.1,0,7.3
1.428,2.16,-0.04,5.77
1.429,0.94,-0.47,4.59
1.43,1.18,-1.14,4.04
1.431,1.69,-1.29,4.63
1.432,1.65,-1.18,5.37
1.433,1.88,-1.18,6.43
1.434,3.14,-1.49,8.04
1.435,2.63,-1.73,8.83
1.436,4.51,-3.02,11.49
1.437,4.75,-1.26,13.3
1.438,3.73,-0.16,11.57
1.439,5.02,-2.43,9.38
1.44,4,-2.35,8.32
1.441,3.22,-1.8,7.77
1.442,2.67,-2.47,6.83
1.443,2.04,-2.86,5.73
1.444,1.41,-2.75,5.37
1.445,1.49,-2.63,6.04
1.446,1.53,-2.75,7.26
1.447,1.84,-2.24,8.71
1.448,1.69,-2.16,9.57
1.449,2.67,-2.71,10.43
1.45,2.28,-4.08,11.53
1.451,3.73,-2.12,15.69
1.452,4.47,0.86,14.67
1.453,1.96,-1.33,9.89
1.454,1.57,-1.73,9.18
1.455,3.41,-1.69,10.51
1.456,2.28,-0.94,8.94
1.457,1.49,-0.71,6.75
1.458,1.29,-1.22,4.9
1.459,1.02,-1.22,4.75
1.46,0.94,-0.9,4.75
1.461,1.29,-1.06,5.22
1.462,0.94,-0.86,5.33
1.463,2.04,-1.33,6.67
1.464,2.63,-1.45,7.41
1.465,3.22,-2.43,7.96
1.466,4.47,-3.33,11.14
1.467,4.39,-1.49,12.87
1.468,4.51,-0.78,11.81
1.469,5.73,-2.9,10.36
1.47,3.96,-2.51,8.55
1.471,4.04,-2.67,7.49
1.472,2.86,-2.94,6.12
1.473,2.2,-2.39,5.37
1.474,1.69,-2.39,5.53
1.475,1.53,-2.31,6.51
1.476,1.61,-2.31,7.37
1.477,1.73,-2.47,8.12
1.478,1.77,-2.55,8.75
1.479,2.67,-3.14,9.81
1.48,1.8,-5.73,12.98
1.481,6,-1.18,16.75
1.482,3.92,0.86,13.69
1.483,3.65,-1.22,10.9
1.484,2.51,-1.18,10.24
1.485,3.45,0.04,9.73
1.486,4.16,-0.75,8.36
1.487,2.47,0,5.81
1.488,1.49,-0.55,4.51
1.489,1.49,-1.37,4.16
1.49,1.37,-0.59,4.51
1.491,1.18,-1.06,4.47
1.492,1.57,-1.53,4.86
1.493,2.35,-1.8,6.24
1.494,2.55,-1.26,7.92
1.495,3.45,-3.06,7.61
1.496,4.31,-3.33,11.02
1.497,4,-1.22,12.71
1.498,4.04,-1.26,11.53
1.499,5.06,-3.1,9.3
1.5,3.14,-2.43,8.08
1.501,2.98,-2.35,7.61
1.502,2.59,-2.24,7.14
1.503,1.8,-1.77,6.71
1.504,1.45,-2.08,6.16
1.505,1.88,-2.35,6.51
1.506,2.2,-1.96,7.77
1.507,2.08,-2.12,8.32
1.508,2.28,-2.24,8.9
1.509,2.9,-2.75,10.59
1.51,2.94,-3.3,11.61
1.511,3.18,-3.41,15.34
1.512,4.82,0,15.49
1.513,2.08,-1.45,11.06
1.514,2.08,-0.98,10.47
1.515,3.61,-0.08,11.38
1.516,1.8,0.51,8.47
1.517,1.14,0.12,5.84
1.518,0.98,-0.35,4.86
1.519,0.9,-0.47,4.47
1.52,1.37,-0.24,4.59
1.521,1.73,-0.63,4.9
1.522,0.94,-0.63,5.1
1.523,2.31,-1.02,7.06
1.524,2.67,-1.41,7.61
