NAME:,running5,,
0.679,2.59,-4.82,2
0.68,0.86,-4.86,10.36
0.681,-4.04,-3.06,20.01
0.682,-10.08,5.06,20.01
0.683,-8.12,7.22,14.16
0.684,-5.1,2.35,3.45
0.685,-2.86,4.04,1.26
0.686,-2.55,4.39,-0.51
0.687,-2.82,4.12,-2.51
0.688,-2.75,3.8,-3.1
0.689,-5.37,5.02,-0.35
0.69,-9.69,-4.28,13.77
0.691,-16.16,9.14,20.01
0.692,-9.61,2.35,20.01
0.693,-6.98,-6.51,10.79
0.694,-3.06,-5.88,2.79
0.695,-1.8,-6.28,2.12
0.696,0.55,-5.77,1.8
0.697,2.24,-4.08,1.84
0.698,0.55,-3.33,9.45
0.699,-2.08,-0.35,19.1
0.7,-6.35,5.65,20.01
0.701,-9.69,8.59,20.01
0.702,-5.88,2.63,7.02
0.703,-2.71,2.59,1.02
0.704,-2.24,5.3,-0.24
0.705,-1.92,3.96,-4.67
0.706,-2.55,2.71,-4.9
0.707,-4.04,4.98,-2.12
0.708,-9.22,0.2,9.69
0.709,-13.42,2.86,20.01
0.71,-10.32,5.88,20.01
0.711,-6.98,-4.55,12.43
0.712,-3.61,-5.3,4.86
0.713,-1.84,-5.73,1.88
0.714,-0.51,-4.86,2.08
0.715,1.73,-4.35,1.8
0.716,1.41,-5.06,5.61
0.717,-1.45,1.77,14.91
0.718,-3.53,-2.55,20.01
0.719,-9.38,7.65,20.01
0.72,-9.3,4.51,13.06
0.721,-5.33,0.51,4.35
0.722,-2.43,3.45,0.08
0.723,-1.37,4.35,-1.88
0.724,-1.18,3.14,-4.59
0.725,-1.77,5.33,-3.77
0.726,-4.39,3.69,1.26
0.727,-9.18,-1.57,15.46
0.728,-11.38,8.28,20.01
0.729,-7.85,-0.63,18.63
0.73,-5.33,-5.92,9.1
0.731,-2.2,-4.2,2.9
0.732,-1.49,-3.84,2.16
0.733,-0.16,-4.04,0.86
0.734,2,-5.69,0.82
0.735,1.61,-3.77,6.63
0.736,-0.86,-3.69,15.53
0.737,-3.92,0.2,20.01
0.738,-7.96,7.57,20.01
0.739,-8.75,2.67,12.08
0.74,-4.51,0.27,4.55
0.741,-2.47,4.08,0.63
0.742,-2.12,3.18,-2.75
0.743,-1.65,3.53,-5.69
0.744,-1.8,3.73,-6.35
0.745,-4.75,5.45,-2.16
0.746,-9.61,0.16,17.22
0.747,-13.96,10.67,20.01
0.748,-8.98,-2.82,19.46
0.749,-6.98,-5.37,10.55
0.75,-4,-5.73,4.43
0.751,-1.45,-5.57,-0.04
0.752,0.04,-4.82,-1.57
0.753,2.47,-5.81,-1.22
0.754,1.92,-3.26,4.82
0.755,-0.55,-5.37,14.59
0.756,-7.92,1.49,20.01
0.757,-9.96,7.57,20.01
0.758,-7.37,2.47,8
0.759,-5.37,1.92,4.63
0.76,-1.73,3.8,-0.04
0.761,-1.02,2.9,-3.77
0.762,-1.37,3.96,-4.51
0.763,-2.16,5.45,-3.53
0.764,-5.49,6.08,-0.98
0.765,-11.38,-2.24,14.04
0.766,-18.95,10.24,20.01
0.767,-10.79,-2.59,16.59
0.768,-6.16,-5.81,7.37
0.769,-2.86,-4.47,2.98
0.77,0,-5.45,-0.86
0.771,1.33,-7.53,-0.78
0.772,0.94,-5.22,3.53
0.773,0.67,-3.73,7.57
0.774,-1.88,-2.51,17.14
0.775,-8.12,0.24,20.01
0.776,-11.02,8.32,20.01
0.777,-7.3,3.77,8.16
0.778,-4.43,1.61,2.55
0.779,-2.86,4.04,0.86
0.78,-1.18,3.18,-3.22
0.781,-2.12,3.61,-5.33
0.782,-4,5.22,-2.86
0.783,-6.83,7.06,0.31
0.784,-10.2,-5.33,16.16
0.785,-18.91,10.04,20.01
0.786,-7.69,-1.92,14.44
0.787,-4.67,-8.04,6.43
0.788,-3.57,-5.26,3.88
0.789,-1.8,-5.92,0.55
0.79,-0.16,-5.18,-0.51
0.791,0.9,-5.69,2.59
0.792,-0.16,-3.14,7.3
0.793,-2.79,-4.82,19.46
0.794,-8.87,9.3,20.01
0.795,-12.51,7.41,20.01
0.796,-6.28,1.73,4.9
0.797,-3.8,2.55,1.37
0.798,-2.98,3.49,-2.51
0.799,-1.57,4.31,-5.06
0.8,-2.24,4.39,-5.57
0.801,-4.24,6,-3.49
0.802,-8.47,-1.92,12.55
0.803,-11.73,10.16,20.01
0.804,-8.39,-1.37,19.46
0.805,-7.65,-6.32,12.83
0.806,-3.84,-5.88,3.88
0.807,-2.59,-4.55,2.2
0.808,0.39,-5.37,1.65
0.809,2.51,-7.02,0.16
0.81,1.41,-4.43,7.41
0.811,-1.18,-2.9,16.04
0.812,-7.02,0.9,20.01
0.813,-11.73,7.85,20.01
0.814,-7.73,5.77,11.06
0.815,-4.51,1.02,2.39
0.816,-2.75,4.47,0.35
0.817,-1.57,4.75,-4.98
0.818,-2.12,2.94,-5.73
0.819,-2.43,5.81,-3.1
0.82,-5.81,4.16,-0.31
0.821,-13.34,3.49,20.01
0.822,-13.06,1.65,20.01
0.823,-8.94,-5.02,17.53
0.824,-5.92,-7.85,9.57
0.825,-2.71,-7.3,2.75
0.826,-0.71,-6.16,0.75
0.827,1.14,-5.45,-1.33
0.828,1.49,-5.33,1.1
0.829,0.39,-3.49,8.43
0.83,-3.41,-5.37,20.01
0.831,-8.43,6.63,20.01
0.832,-8.2,5.33,16.99
0.833,-6.24,1.69,6.51
0.834,-3.3,1.33,1.57
0.835,-2.35,3.57,-0.04
0.836,-1.84,4.39,-2.08
0.837,-2.39,4.59,-4.24
0.838,-2.79,5.77,-3.53
0.839,-7.49,1.69,5.06
0.84,-14.2,5.26,20.01
0.841,-14.04,4.9,20.01
0.842,-8.55,-4.24,13.81
0.843,-5.45,-5.14,7.26
0.844,-2.75,-5.33,1.37
0.845,-1.18,-6.24,0.82
0.846,1.45,-6.24,-1.29
0.847,1.61,-6.24,3.8
0.848,-0.75,-3.1,13.38
0.849,-4.16,-3.65,20.01
0.85,-10.04,7.81,20.01
0.851,-8.59,6.67,14.87
0.852,-5.65,2.35,3.96
0.853,-2.43,4.67,0
0.854,-1.26,5.1,-2.82
0.855,-1.14,4,-5.77
0.856,-2.75,4.28,-3.37
0.857,-5.1,8.47,-0.47
0.858,-10.79,-4.63,12.71
0.859,-17.06,10.63,20.01
0.86,-8.36,-0.71,18.2
0.861,-5.57,-6.63,10.83
0.862,-3.26,-4.82,6.71
0.863,-0.86,-6.59,5.69
0.864,1.73,-6.59,2
0.865,1.92,-6.43,2.9
0.866,0.82,-3.8,6.51
0.867,-1.77,-0.35,15.49
0.868,-6.32,0.75,20.01
0.869,-13.61,12.32,20.01
0.87,-7.06,3.69,7.49
0.871,-3.65,1.57,1.06
0.872,-3.22,2.98,1.45
0.873,-1.65,5.41,-4.67
0.874,-1.73,4.39,-6.28
0.875,-2.67,4.82,-2.2
0.876,-4.12,6.59,-2.79
0.877,-9.57,-5.26,15.18
0.878,-13.22,11.85,20.01
0.879,-8.12,-5.37,18.28
0.88,-5.41,-7.34,8.63
0.881,-2.51,-6.35,2.28
0.882,-1.37,-7.22,3.14
0.883,2.51,-5.92,-0.51
0.884,2.31,-6.28,3.45
0.885,0.51,-2.82,10.12
0.886,-2.16,-4.98,20.01
0.887,-11.73,7.73,20.01
0.888,-9.57,7.77,16.12
0.889,-4.63,3.26,3.77
0.89,-2.98,2.51,1.26
0.891,-1.26,3.92,-0.59
0.892,-1.02,4.63,-3.84
0.893,-2.24,3.37,-3.84
0.894,-2.43,5.92,-3.8
0.895,-7.53,0.39,6.75
0.896,-17.06,12.51,20.01
0.897,-10.9,1.02,19.97
0.898,-8.28,-6.9,11.3
0.899,-4.47,-5.14,6.2
0.9,-1.69,-4.75,2.28
0.901,0.24,-5.81,0.43
0.902,1.37,-5.57,0.86
0.903,1.37,-3.1,5.73
0.904,-1.73,-2.79,13.3
0.905,-6.63,0,20.01
0.906,-10.79,7.85,20.01
0.907,-7.34,5.1,9.92
0.908,-4.28,2.28,2.59
0.909,-1.69,3.61,-0.43
0.91,-1.02,4.82,-2.71
0.911,-1.06,3.88,-5.53
0.912,-2,5.02,-3.53
0.913,-7.1,7.22,1.57
0.914,-10,-1.8,15.57
0.915,-15.26,10.16,20.01
0.916,-9.77,-1.73,18.87
0.917,-6.39,-4.94,10.59
0.918,-1.96,-5.37,3.26
0.919,-0.75,-5.49,1.88
0.92,0.59,-5.73,1.14
0.921,2.55,-4.79,-0.04
0.922,0.82,-3.3,6.43
0.923,-2.2,-3.26,17.3
0.924,-9.61,2.12,20.01
0.925,-10,7.73,20.01
0.926,-6.28,2.24,5.65
0.927,-3.49,1.37,1.57
0.928,-1.65,4.43,-1.26
0.929,-0.9,4.67,-4.82
0.93,-2.55,3.84,-4.79
0.931,-2.28,5.57,-3.69
0.932,-5.96,7.06,0.04
0.933,-15.34,-5.81,20.01
0.934,-14.04,9.61,20.01
0.935,-7.69,-4.86,13.85
0.936,-6.32,-6.63,9.53
0.937,-3.8,-5.49,3.53
0.938,-2,-5.41,1.33
0.939,0.08,-6.12,1.02
0.94,1.14,-5.14,2.51
0.941,0.67,-3.14,6.2
0.942,-1.88,-5.88,17.57
0.943,-10.98,6.47,20.01
0.944,-9.69,6.47,18.08
0.945,-6.24,3.14,6.24
0.946,-3.02,0.82,0.94
0.947,-1.57,4.43,-1.18
0.948,-0.75,5.49,-3.14
0.949,0.75,5.65,-5.57
0.95,-0.27,6,-3.57
0.951,-6.47,5.96,2
0.952,-12.83,3.65,20.01
0.953,-14.08,6.43,20.01
0.954,-10.83,-0.71,19.85
0.955,-7.14,-5.02,9.73
0.956,-4.75,-5.1,4.82
0.957,-1.69,-4.9,2.59
0.958,0.94,-5.49,-0.78
0.959,1.02,-5.53,2.86
0.96,1.02,-3.3,6.9
0.961,-2.2,-2.86,19.14
0.962,-10.43,4.47,20.01
0.963,-9.3,7.45,19.61
0.964,-6.2,2.55,4.86
0.965,-3.45,2.47,2.59
0.966,-0.75,5.41,-1.22
0.967,-0.63,5.53,-4.79
0.968,-1.41,5.45,-4.08
0.969,-0.86,6.28,-3.26
0.97,-7.3,3.92,4.75
0.971,-11.73,1.18,20.01
0.972,-9.38,7.3,20.01
0.973,-8.9,-4.2,17.89
0.974,-6.9,-5.26,9.02
0.975,-2.82,-4.86,2.31
0.976,-1.41,-5.81,0.86
0.977,0.71,-5.22,-0.75
0.978,1.92,-5.45,-0.78
0.979,1.29,-4.86,5.65
0.98,-4.12,-4.2,20.01
0.981,-12.51,8.87,20.01
0.982,-9.73,6.51,17.53
0.983,-6.9,4.2,7.69
0.984,-2.9,1.77,1.84
0.985,-0.75,3.57,-1.8
0.986,-0.94,4.86,-2.9
0.987,-1.8,4.86,-4.79
0.988,-1.65,4.98,-3.84
0.989,-5.81,5.37,0.24
0.99,-11.06,0.75,20.01
0.991,-18.63,11.34,20.01
0.992,-10.04,-2.79,14.2
0.993,-7.02,-5.96,8.71
0.994,-3.96,-5.49,3.33
0.995,-1.14,-6.32,-1.06
0.996,0.43,-6.08,-1.06
0.997,1.84,-6.2,1.45
0.998,1.69,-5.02,5.92
0.999,-2.59,-6.24,20.01
1,-9.06,4.08,20.01
1.001,-10.36,6.55,20.01
1.002,-6.2,3.53,5.37
1.003,-2.82,3.45,1.49
1.004,-1.29,3.96,-1.61
1.005,-2.08,5.18,-2.86
1.006,-2.39,5.49,-4
1.007,-1.77,6.43,-4.31
1.008,-7.77,1.29,3.61
1.009,-15.57,7.02,20.01
1.01,-12.63,4.98,20.01
1.011,-10.43,-4.86,15.18
1.012,-7.41,-4.9,8.67
1.013,-2.47,-4.59,2.59
1.014,-0.35,-5.84,2.35
1.015,1.22,-5.14,2.24
1.016,2.47,-6,1.37
1.017,-0.16,-4.16,9.53
1.018,-4.51,-3.26,20.01
1.019,-12,6.9,20.01
1.02,-11.3,6.86,18.48
1.021,-7.3,3.69,5.88
1.022,-2.12,3.02,0.71
1.023,-0.63,5.3,-2.35
1.024,-2.16,4.98,-2.31
1.025,-2.12,4.63,-4.82
1.026,-1.45,5.53,-6.04
1.027,-8.67,4,3.73
1.028,-17.42,2.55,20.01
1.029,-13.38,3.88,20.01
1.03,-10.16,-2.98,16.16
1.031,-6.28,-4.98,7.92
1.032,-2.51,-5.77,1.1
1.033,-1.02,-5.61,-0.71
1.034,1.02,-5.06,-1.88
1.035,0.55,-4.98,2.59
1.036,-1.26,-4.12,9.14
1.037,-4.59,-6.39,20.01
1.038,-12.55,6.08,20.01
1.039,-11.57,5.84,18.55
1.04,-4.67,2.79,4
1.041,-2.75,2.9,1.26
1.042,-1.1,3.41,-1.41
1.043,0.04,4.9,-4.59
1.044,-0.08,4.16,-5.3
1.045,-1.14,5.69,-4
1.046,-7.3,8.2,0.12
1.047,-17.53,5.06,20.01
1.048,-17.18,9.1,20.01
1.049,-8.67,-3.14,11.26
1.05,-7.26,-5.92,8.59
1.051,-3.49,-4.47,4.39
1.052,-0.63,-5.22,-0.51
1.053,0.55,-5.73,-2
1.054,0.59,-5.45,-0.31
1.055,-1.14,-2.71,4.63
1.056,-5.3,-5.81,19.85
1.057,-15.65,9.18,20.01
1.058,-8.83,8.32,14.91
1.059,-4.39,0.67,1.18
1.06,-3.8,0.63,2.24
1.061,-0.86,5.61,-2.24
1.062,0.63,5.06,-7.34
1.063,-1.84,3.84,-4.94
1.064,-2.16,6.12,-3.65
1.065,-7.61,6.39,2.63
1.066,-20.01,7.14,20.01
1.067,-14.71,6.47,20.01
1.068,-8.59,-3.61,10.94
1.069,-7.1,-6.9,8.39
1.07,-2.51,-5.73,2.63
1.071,-0.43,-7.65,0.59
1.072,0.86,-6.51,0.59
1.073,1.69,-5.14,0.43
1.074,0.35,-2.47,5.96
1.075,-6.71,-3.73,20.01
1.076,-16.71,8.83,20.01
1.077,-9.69,6.63,13.26
1.078,-6.75,2.82,6.28
1.079,-3.53,1.84,2.39
1.08,-0.71,5.1,-1.69
1.081,-0.43,4.31,-4.31
1.082,-1.61,4.98,-4.35
1.083,-1.41,6.43,-4.79
1.084,-7.06,6.51,1.57
1.085,-17.77,5.06,20.01
1.086,-19.18,11.81,20.01
1.087,-10.08,-2.75,15.81
1.088,-9.02,-5.92,9.57
1.089,-4.43,-5.61,2.86
1.09,-1.73,-6.2,-0.47
1.091,0.08,-5.61,-1.22
1.092,0.75,-6,0.31
1.093,-0.2,-5.18,5.26
1.094,-5.45,-4.82,19.85
1.095,-16.83,6.55,20.01
1.096,-10.08,8,14.67
1.097,-5.1,3.49,3.18
1.098,-3.02,3.02,0.86
1.099,-0.71,4.75,-2.04
1.1,-0.71,5.06,-5.02
1.101,-1.96,3.65,-4.2
1.102,-2.2,6.32,-3.57
1.103,-9.34,6.67,3.92
1.104,-18.95,4.59,20.01
1.105,-15.42,6.04,20.01
1.106,-8.24,-4.35,9.38
1.107,-7.18,-6.2,7.41
1.108,-3.26,-5.37,1.65
1.109,-0.59,-5.69,-1.65
1.11,-0.16,-6,0.2
1.111,1.1,-4.94,1.49
1.112,-1.06,-5.3,7.92
1.113,-8.55,-4.2,20.01
1.114,-13.1,8.94,20.01
1.115,-8.83,6.04,10.87
1.116,-4.2,1.49,1.53
1.117,-1.57,2.75,-1.41
1.118,-0.51,5.02,-2.24
1.119,0.08,4.47,-5.53
1.12,-1.22,6.24,-4.82
1.121,-3.22,8.32,-2.43
1.122,-9.61,2.39,10.63
1.123,-20.01,16.16,20.01
1.124,-11.1,1.88,18.51
1.125,-7.88,-5.02,9.34
1.126,-5.26,-6.59,4.24
1.127,-3.02,-6.63,0.94
1.128,-0.31,-6.39,-0.86
1.129,0.67,-5.73,0.71
1.13,0.39,-4.35,4.75
1.131,-0.98,-5.88,10.75
1.132,-10.9,1.69,20.01
1.133,-12.24,8.63,20.01
1.134,-6.28,4.9,5.96
1.135,-3.3,1.69,1.41
1.136,-1.1,4.51,-1.45
1.137,-0.24,5.3,-5.92
1.138,-1.02,4.55,-6.28
1.139,-2.08,6.98,-2.59
1.14,-5.96,8.08,4.67
1.141,-13.69,-1.88,20.01
1.142,-14.2,11.53,20.01
1.143,-8.67,-3.92,13.49
1.144,-7.49,-6.59,8.32
1.145,-3.61,-6,2.35
1.146,-0.82,-6.71,-0.24
1.147,0.47,-6.04,-0.51
1.148,1.57,-5.49,1.33
1.149,1.02,-5.06,6.94
1.15,-4.43,-5.65,20.01
1.151,-14.16,7.65,20.01
1.152,-9.38,6.67,16.79
1.153,-4.71,3.22,3.61
1.154,-2.2,4.24,-0.35
1.155,-0.24,5.57,-3.65
1.156,-0.71,5.06,-3.26
1.157,-1.69,4.43,-3.57
1.158,-2.86,5.02,-0.67
1.159,-7.92,-0.47,8.32
1.16,-10.79,4.31,20.01
1.161,-14.32,2.31,20.01
1.162,-8.43,-5.84,13.06
1.163,-5.73,-6.28,6.83
1.164,-2,-6.39,0.31
1.165,-0.9,-5.61,0.51
1.166,0,-5.37,1.65
1.167,1.29,-4.98,2.71
1.168,-2.43,-3.49,13.34
1.169,-7.73,-1.53,20.01
1.17,-13.22,9.1,20.01
1.171,-10.28,7.77,15.02
1.172,-4.35,3.14,2.47
1.173,-1.57,4.71,-1.96
1.174,-0.55,4.2,-4.2
1.175,-1.1,4.35,-5.53
1.176,-1.77,5.49,-4.31
1.177,-6.08,7.41,1.41
1.178,-11.69,-0.94,17.61
1.179,-18.08,10.28,20.01
1.18,-10.63,-0.9,15.42
1.181,-8.32,-6.83,8.59
1.182,-3.57,-5.41,2.12
1.183,-1.8,-5.41,-0.39
1.184,-0.71,-4.75,-0.78
1.185,1.37,-5.02,-0.75
1.186,-0.31,-4.16,7.53
1.187,-3.65,-2.94,19.14
1.188,-11.69,10.24,20.01
1.189,-7.61,7.22,13.93
1.19,-5.61,2.86,5.96
1.191,-2.67,3.96,2.28
1.192,-0.27,5.61,-2.24
1.193,-0.2,4.55,-3.45
1.194,-0.67,4.98,-3.96
1.195,-1.53,7.49,-2.82
1.196,-8.67,2.24,7.88
1.197,-17.06,8.39,20.01
1.198,-16.99,6.94,20.01
1.199,-10.75,-2.12,10.9
1.2,-6.43,-5.41,5.69
1.201,-3.73,-5.22,2.39
1.202,-1.53,-5.92,0.04
1.203,-0.12,-4.94,0.98
1.204,0.55,-4.12,2.71
1.205,-2.75,-0.47,13.57
1.206,-9.45,2.63,20.01
1.207,-13.96,9.81,20.01
1.208,-7.88,6.86,9.02
1.209,-4.31,1.8,2.86
1.21,-1.41,3.73,-0.82
1.211,0.08,4.24,-2.75
1.212,0.59,2.9,-5.26
1.213,-0.27,4.71,-3.77
1.214,-1.22,7.41,-4.31
1.215,-6.98,2.35,2.71
1.216,-15.46,12.87,20.01
1.217,-19.97,11.85,20.01
1.218,-10.4,-3.45,11.73
1.219,-7.61,-5.3,7.96
1.22,-4.12,-6.67,3.65
1.221,-1.37,-5.77,-0.2
1.222,0.43,-5.57,-1.14
1.223,0.71,-4.67,1.41
1.224,-1.96,-4.16,8.51
1.225,-10.79,1.69,20.01
1.226,-16.67,13.73,20.01
1.227,-6.63,6.24,6.24
1.228,-4.35,2.31,1.84
1.229,-2.67,3.88,-0.2
1.23,-0.47,4.28,-3.77
1.231,0.04,2.98,-7.3
1.232,-0.67,1.37,-5.14
1.233,-1.41,6.08,-2.75
1.234,-9.22,3.77,7.41
1.235,-20.01,12.55,20.01
1.236,-14.55,8.24,19.46
1.237,-10.4,-4.08,10.71
1.238,-8.9,-5.26,7.18
1.239,-4.08,-5.22,0.71
1.24,-0.63,-5.41,-2.59
1.241,0.98,-5.69,-2.43
1.242,1.22,-5.84,0.43
1.243,-1.22,-4.59,6.63
1.244,-9.22,-3.02,20.01
1.245,-19.46,11.26,20.01
1.246,-8.75,7.06,9.69
1.247,-4.28,2.43,3.26
1.248,-2.94,3.65,1.57
1.249,-1.33,3.02,-2.55
1.25,-0.75,4.43,-4.79
1.251,-2.43,2.35,-3.1
1.252,-3.02,2.67,-4.71
1.253,-9.69,2.98,7.69
1.254,-18.75,13.61,20.01
1.255,-12.94,6.16,15.57
1.256,-10.43,-1.02,11.02
1.257,-7.61,-2.9,7.1
1.258,-5.14,-3.88,3.14
1.259,-3.37,-3.41,-0.04
1.26,-1.37,-4.47,-1.18
1.261,-0.59,-6.16,1.18
1.262,-3.06,-7.53,7.73
1.263,-8.47,-2.39,20.01
1.264,-13.49,11.81,20.01
1.265,-5.45,6.98,8.59
1.266,-5.61,4.51,5.1
1.267,-5.77,5.06,4.98
1.268,-4.28,3.73,1.26
1.269,-3.8,2.2,-1.18
1.27,-4.86,4.47,-1.45
1.271,-6.71,4.94,-0.98
1.272,-10.32,4.98,4.12
1.273,-12.55,9.73,13.38
1.274,-9.73,10.9,11.53
1.275,-8.12,4.63,7.37
1.276,-8.32,2.98,8.9
1.277,-6.39,0.27,5.49
1.278,-5.61,-1.84,5.61
1.279,-4.75,-2.12,5.26
1.28,-3.84,-2.9,5.22
1.281,-3.96,-3.3,6.35
1.282,-5.22,-2.35,8.24
1.283,-6.98,-1.73,10.79
1.284,-7.77,-0.67,11.73
1.285,-12.24,6.79,17.73
1.286,-9.85,6.55,12.47
1.287,-8.16,5.26,7.06
1.288,-7.69,5.33,7.26
1.289,-5.41,5.14,3.8
1.29,-4.35,2.79,1.61
1.291,-4.28,2.63,1.37
1.292,-4.59,2.43,1.84
1.293,-4.79,2.51,1.33
1.294,-5.84,2.86,2.12
1.295,-7.65,3.65,4.94
1.296,-7.88,3.57,5.18
1.297,-7.61,2.28,4.24
1.298,-8.28,3.14,7.45
1.299,-7.73,3.33,7.02
1.3,-8.16,1.73,7.85
1.301,-9.26,2.47,9.57
1.302,-8.28,1.53,7.69
1.303,-6.98,-0.08,6.12
1.304,-6.43,-0.82,5.33
1.305,-6.2,-0.9,5.3
1.306,-6.04,-0.67,5.14
1.307,-5.96,-0.55,5.49
1.308,-6.08,0.43,7.1
1.309,-6.35,1.61,7.77
1.31,-7.41,1.88,8.79
1.311,-8.32,2.35,8.94
1.312,-9.34,3.8,11.77
1.313,-7.96,4.51,9.85
1.314,-6.04,2.98,6.39
1.315,-4.63,1.18,4.12
1.316,-4.98,0.86,5.18
1.317,-5.92,1.45,7.37
1.318,-6.12,2.35,8.79
1.319,-4.94,2.28,6.39
1.32,-5.02,2.24,6.16
1.321,-4.9,2.43,5.77
1.322,-4.55,2.2,4.55
51.99641,-4.67,1.57,4.55
1.325,-5.06,1.41,4.98
1.326,-6.04,1.61,6.28
1.327,-6.94,1.41,7.53
1.328,-7.96,1.29,8
1.329,-8.24,1.29,8.28
1.33,-7.81,1.22,8
1.331,-7.1,0.55,7.3
