NAME:,walking5,,
0.695,2.75,-5.65,10.75
0.696,4.47,-4.94,16.71
0.697,4.24,0.71,14.67
0.698,1.41,-0.24,9.73
0.699,0.35,-2.47,6.67
0.7,2.04,-1.61,7.85
0.701,2.86,-1.06,8.67
0.702,2.2,-0.82,7.22
0.703,0.94,-1.69,4.94
0.704,1.45,-1.88,4.82
0.705,1.84,-1.84,5.1
0.706,1.65,-1.41,5.57
0.707,1.96,-1.49,6.08
0.708,2.2,-1.84,6.55
0.709,3.77,-1.61,8.16
0.71,4.71,-2.12,8.83
0.711,5.65,-3.3,11.65
0.712,7.1,-1.37,13.3
0.713,5.26,0.12,10.32
0.714,5.96,-2.35,8
0.715,5.18,-2.98,6.94
0.716,3.26,-1.8,5.96
0.717,3.06,-1.77,5.92
0.718,2.59,-1.65,5.88
0.719,2.2,-1.8,5.81
0.72,2.51,-2.08,6.9
0.721,2.55,-2.12,7.69
0.722,2.43,-1.96,8.59
0.723,2.16,-2.67,8.51
0.724,2.28,-3.37,9.26
0.725,3.22,-3.06,11.26
0.726,2.35,-5.14,12.43
0.727,4.98,-2.43,16.12
0.728,4.2,0.12,13.14
0.729,1.37,-1.77,7.81
0.73,3.06,-2.47,8.32
0.731,2.94,-1.61,9.14
0.732,1.84,-0.39,7.81
0.733,1.92,-0.71,5.65
0.734,1.57,-1.65,4.55
0.735,2.04,-1.45,4.31
0.736,2.2,-1.53,4.9
0.737,1.73,-1.33,5.1
0.738,2.51,-1.22,5.96
0.739,2.98,-1.57,6.9
0.74,4.35,-2,8.28
0.741,5.22,-3.69,9.61
0.742,6.75,-2.67,14.08
0.743,5.45,0.31,12.16
0.744,4.2,-1.77,9.53
0.745,4.63,-3.26,7.61
0.746,2.98,-2.82,6.59
0.747,2.47,-2,6.71
0.748,1.84,-2.24,6.43
0.749,1.22,-2.16,6.2
0.75,1.1,-2.08,6.2
0.751,1.26,-2.43,6.71
0.752,1.8,-2.59,7.61
0.753,2.24,-2.79,8.08
0.754,1.84,-2.82,8.94
0.755,3.1,-3.41,10.51
0.756,3.3,-5.65,13.18
0.757,4.63,-2.67,15.81
0.758,4.75,-0.04,13.14
0.759,2.98,-1.65,8.9
0.76,3.26,-2.55,8.55
0.761,4.04,-1.37,9.61
0.762,3.33,-0.16,8.04
0.763,2.04,-0.59,4.82
0.764,1.92,-1.18,3.77
0.765,1.65,-2.12,4
0.766,2.04,-1.18,4.59
0.767,2.59,-1.65,5.57
0.768,2.43,-1.26,5.92
0.769,3.8,-1.69,7.18
0.77,4.39,-1.84,7.65
0.771,4.9,-3.69,9.92
0.772,7.14,-1.61,13.42
0.773,6.2,0.08,12.59
0.774,4.28,-1.26,9.61
0.775,6,-3.33,7.81
0.776,4.75,-3.22,6.98
0.777,3.3,-1.92,6
0.778,2.59,-2.39,5.45
0.779,1.69,-2.55,5.1
0.78,1.73,-2.51,5.77
0.781,2.43,-2.86,6.94
0.782,2.39,-2.55,8.43
0.783,2.04,-2.24,8.94
0.784,1.96,-2.31,9.18
0.785,2.86,-3.41,9.85
0.786,2.71,-4.9,11.1
0.787,4.94,-2.39,16
0.788,4.59,-0.27,13.02
0.789,2.51,-2,8.51
0.79,2.75,-2.94,8.55
0.791,4.35,-2.16,10.08
0.792,3.22,-1.18,7.88
0.793,2.2,-1.33,5.57
0.794,1.53,-1.45,4
0.795,1.37,-1.26,4.16
0.796,1.73,-0.98,4.86
0.797,2.43,-1.49,5.37
0.798,2.79,-1.57,5.69
0.799,3.77,-1.84,6.67
0.8,4.47,-1.22,7.61
0.801,5.37,-2.94,8.59
0.802,7.22,-2.2,12.28
0.803,5.77,-0.43,11.26
0.804,4.75,-1.88,9.69
0.805,6.04,-2.55,9.26
0.806,4.55,-2.59,8
0.807,3.22,-2.39,6.24
0.808,2.86,-3.18,5.49
0.809,2.24,-3.14,5.57
0.81,2.08,-3.06,6.12
0.811,2.24,-3.1,7.06
0.812,2.35,-2.55,8.24
0.813,2.04,-2.2,8.55
0.814,2.12,-2.67,8.79
0.815,3.26,-3.37,10.4
0.816,2.75,-4.98,11.22
0.817,5.18,-2.24,15.97
0.818,5.26,0,13.81
0.819,2.67,-1.69,8.98
0.82,3.02,-2,8
0.821,4.2,-1.57,8.83
0.822,3.49,-0.78,8.04
0.823,2.71,-0.94,6.51
0.824,2.24,-1.26,4.59
0.825,1.73,-1.53,4.16
0.826,1.96,-1.33,4.35
0.827,2.59,-1.73,5.1
0.828,2.35,-1.73,5.37
0.829,2.55,-1.41,5.73
0.83,3.57,-2.31,6.79
0.831,4.35,-2.08,7.73
0.832,4.82,-3.3,8.39
0.833,7.22,-3.37,12.28
0.834,5.96,-0.75,11.1
0.835,4.12,-1.84,8.12
0.836,5.45,-3.14,7.53
0.837,4.67,-3.77,7.18
0.838,3.57,-2.47,7.26
0.839,3.02,-2.75,6.9
0.84,2.24,-2.94,6.55
0.841,2.04,-3.02,6.79
0.842,2.08,-3.02,7.06
0.843,2.31,-3.37,7.57
0.844,2.08,-3.14,8.39
0.845,2.71,-3.18,9.81
0.846,3.77,-3.37,10.63
0.847,2.28,-4.63,10.28
0.848,4.31,-3.37,14.2
0.849,5.84,-0.39,13.81
0.85,2.12,-1.92,8.87
0.851,3.61,-2.79,9.57
0.852,4.79,-1.88,9.65
0.853,2.71,-1.1,7.26
0.854,2.39,-1.73,5.18
0.855,1.77,-2.12,4.59
0.856,1.45,-1.77,4.71
0.857,1.45,-1.41,4.79
0.858,2.12,-1.18,5.1
0.859,1.8,-1.37,5.18
0.86,2.43,-1.26,6.16
0.861,3.84,-1.1,7.06
0.862,4.71,-2.08,8.16
0.863,5.88,-2.24,11.22
0.864,5.84,-0.35,12.94
0.865,6.32,-0.67,11.65
0.866,7.53,-2.82,10.43
0.867,6,-3.49,7.92
0.868,4.59,-2.63,6.39
0.869,3.84,-2.51,5.65
0.87,2.9,-2.51,5.41
0.871,2.2,-2.2,5.41
0.872,2.16,-2.47,5.88
0.873,2.51,-2.47,6.94
0.874,2.55,-2.16,8.28
0.875,2.24,-2.2,8.59
0.876,2.82,-2.98,9.61
0.877,3.33,-3.18,11.34
0.878,2.24,-5.06,12.51
0.879,5.57,-2.12,15.73
0.88,5.41,-0.39,12.98
0.881,2.31,-1.96,8.87
0.882,3.57,-1.57,8.9
0.883,4.08,-1.18,9.02
0.884,2.59,-0.71,6.94
0.885,2.2,-1.18,5.73
0.886,2,-1.57,4.98
0.887,1.96,-1.57,4.55
0.888,2.47,-1.1,5.33
0.889,2.35,-0.9,4.71
0.89,2.2,-1.41,4.71
0.891,2.82,-1.37,5.69
0.892,3.8,-1.73,6.59
0.893,4.94,-3.02,9.34
0.894,6.83,-0.9,12.87
0.895,5.06,-0.2,11.61
0.896,6.16,-2.35,10.55
0.897,6.59,-3.77,9.02
0.898,3.96,-2.9,7.1
0.899,3.26,-2.59,6
0.9,2.79,-2.55,5.84
0.901,1.88,-2.47,5.69
0.902,1.92,-2.75,6.04
0.903,2.31,-2.67,6.9
0.904,2.55,-2.47,8.36
0.905,2.35,-2.16,9.02
0.906,2.59,-2.71,9.65
0.907,3.92,-3.26,10.59
0.908,2.39,-4.82,10.47
0.909,4.98,-2.55,15.65
0.91,5.81,0.2,14
0.911,1.14,-1.88,8.24
0.912,2.63,-2.71,9.18
0.913,4.24,-1.73,10.47
0.914,2.98,-0.98,7.92
0.915,1.92,-1.53,5.3
0.916,1.18,-1.53,4.59
0.917,1.22,-1.26,4.55
0.918,1.96,-1.29,5.26
0.919,2.28,-1.29,4.9
0.92,2.67,-2.16,5.37
0.921,4.08,-2.16,6.51
0.922,4.59,-2.12,7.49
0.923,6.2,-3.02,8.2
0.924,6.98,-3.49,10.9
0.925,3.73,-0.86,9.22
0.926,3.65,-1.73,9.02
0.927,6.24,-4.04,10
0.928,4,-3.57,8.47
0.929,3.73,-3.33,8.04
0.93,2.79,-3.41,7.22
0.931,2,-2.9,6.55
0.932,1.8,-2.9,6.35
0.933,1.73,-2.71,6.51
0.934,1.8,-2.67,6.28
0.935,1.14,-3.06,6.51
0.936,2,-3.1,7.85
0.937,3.18,-3.33,10.08
0.938,3.65,-3.69,10.9
0.939,4.24,-3.88,13.49
0.94,6.55,-1.84,13.89
0.941,4.16,-1.29,10.32
0.942,3.73,-2.04,8.94
0.943,3.8,-1.77,9.49
0.944,4.31,-0.98,9.45
0.945,4.35,-0.9,7.81
0.946,3.06,-1.1,4.98
0.947,2.31,-1.41,4
0.948,2.16,-1.49,4.16
0.949,2.16,-1.06,4.55
0.95,1.88,-1.1,4.63
0.951,2.2,-1.45,5.06
0.952,2.9,-1.22,6.32
0.953,3.77,-1.1,7.41
0.954,4.86,-2.2,8.71
0.955,6.16,-2.55,12.16
0.956,6.94,-0.59,13.45
0.957,4.63,-0.86,11.14
0.958,6.35,-2.9,9.96
0.959,4.47,-2.31,7.92
0.96,3.49,-1.84,6.71
0.961,3.18,-2.28,6.12
0.962,2.51,-2.63,5.61
0.963,2.16,-2.98,5.84
0.964,2.82,-2.82,6.71
0.965,2.35,-2.79,7.18
0.966,2.12,-2.98,7.57
0.967,2.2,-3.1,8.12
0.968,2.51,-3.45,8.94
0.969,2.75,-4.59,10.87
0.97,4.63,-3.41,15.57
0.971,6.75,0.51,15.3
0.972,4.04,-1.18,10.43
0.973,4.2,-2.35,9.53
0.974,5.1,-1.29,10.24
0.975,4.08,-0.43,8.79
0.976,2.9,-0.16,6.08
0.977,2.39,-0.71,4.51
0.978,1.41,-0.82,3.1
0.979,1.61,-1.1,3.3
0.98,1.65,-1.14,3.88
0.981,1.57,-0.98,4.47
0.982,2.86,-1.49,5.69
0.983,3.61,-1.69,6.94
0.984,4.47,-1.73,7.81
0.985,6.24,-3.26,10.79
0.986,6.63,-0.94,12.08
0.987,4.86,-0.55,11.22
0.988,6.35,-2.71,10.98
0.989,6.2,-3.53,9.69
0.99,3.73,-2.79,7.18
0.991,3.33,-2.75,6.59
0.992,2.16,-2.55,5.61
0.993,1.41,-2.31,5.41
0.994,1.45,-2.28,5.88
0.995,1.8,-2.12,6.98
0.996,1.92,-1.84,8.32
0.997,2.08,-2,9.14
0.998,2.55,-2.51,10.12
0.999,3.26,-2.71,10.75
1,2.39,-5.3,12.71
1.001,5.69,-1.65,16.44
1.002,5.26,0.24,12.32
1.003,3.41,-2.12,9.3
1.004,4.79,-1.61,9.73
1.005,3.84,-0.75,9.22
1.006,3.65,-0.43,6.67
1.007,3.61,-1.22,4.47
1.008,2.43,-1.37,4.08
1.009,2.08,-1.18,3.26
1.01,2.28,-1.53,3.84
1.011,2.47,-1.65,4.47
1.012,2.67,-1.37,5.02
1.013,3.77,-1.57,6.63
1.014,3.92,-1.06,6.79
1.015,5.02,-2.82,8
1.016,7.22,-2.31,12.16
1.017,6.16,-0.55,11.53
1.018,6.16,-1.73,11.06
1.019,7.37,-2.86,10.43
1.02,4.39,-2.98,8
1.021,3.3,-2.43,6.32
1.022,2.79,-2.51,5.57
1.023,1.65,-2.55,4.9
1.024,1.49,-2.63,5.14
1.025,1.84,-2.67,6.2
1.026,2.08,-2.63,7.65
1.027,2.35,-2.86,9.06
1.028,2.63,-2.63,10
1.029,3.53,-2.98,10.94
1.03,2.9,-5.06,11.45
1.031,6.16,-2.28,15.77
1.032,6.47,0.24,13.85
1.033,2.82,-1.49,9.41
1.034,4.24,-1.65,9.49
1.035,5.3,-1.8,10.75
1.036,3.84,-0.59,8.79
1.037,2.51,-0.82,5.81
1.038,1.33,-0.98,4.04
1.039,1.41,-0.82,3.53
1.04,1.49,-1.22,3.65
1.041,1.33,-0.82,3.88
1.042,1.92,-1.45,4.31
1.043,3.3,-1.53,5.92
1.044,4.51,-1.18,7.37
1.045,5.3,-2.47,8.39
1.046,7.06,-2.24,12.32
1.047,5.73,0.71,12.28
1.048,5.81,-0.31,10.59
1.049,7.34,-3.3,9.49
1.05,5.41,-3.41,7.57
1.051,4.28,-2.31,6.83
1.052,3.77,-2.2,6.59
1.053,2.39,-2.16,5.53
1.054,2,-2.08,5.53
1.055,2.55,-2.31,6.28
1.056,2.31,-2.28,6.67
1.057,2.39,-2.47,7.57
1.058,2.51,-2.47,8.43
1.059,3.1,-2.59,10
1.06,2.75,-3.92,10.94
1.061,4.98,-2.55,15.22
1.062,7.02,-0.39,15.73
1.063,4.08,-0.43,11.1
1.064,3.45,-1.49,8.87
1.065,4.28,-1.37,9.34
1.066,4.04,-0.51,8.75
1.067,2.94,-0.51,6.32
1.068,2,-1.14,4.59
1.069,1.57,-1.22,4.24
1.07,1.84,-1.37,4.39
1.071,1.84,-1.45,4.9
1.072,2.12,-0.98,5.02
1.073,2.75,-1.53,5.49
1.074,3.41,-1.41,6.16
1.075,3.69,-1.53,6.71
1.076,5.3,-2.94,9.45
1.077,7.34,-1.73,12.87
1.078,6,0.35,11.3
1.079,5.92,-0.86,10.32
1.08,7.3,-2.63,8.87
1.081,5.53,-3.3,7.41
1.082,4.86,-2.04,6.83
1.083,3.37,-2.12,5.41
1.084,2.47,-2.55,4.71
1.085,2.39,-2.51,5.14
1.086,2.59,-2.28,6.12
1.087,2.63,-2.35,7.34
1.088,2.39,-2.28,7.77
1.089,2.47,-2.47,8.67
1.09,3.18,-2.75,10.08
1.091,3.33,-3.77,10.55
1.092,2.39,-5.49,12.79
1.093,7.61,-1.26,16.91
1.094,5.1,0.08,11.96
1.095,2.71,-1.49,8.32
1.096,3.88,-1.53,8.87
1.097,4.82,-0.94,9.53
1.098,3.26,-0.67,6.9
1.099,2.94,-1.1,5.33
1.1,1.88,-1.1,4.39
1.101,2.2,-0.78,4
1.102,2.43,-1.02,4.55
1.103,2.35,-0.47,4.71
1.104,2.55,-1.22,4.9
1.105,3.22,-1.1,6
1.106,4.28,-0.94,7.22
1.107,5.26,-1.88,7.69
1.108,6.51,-2.55,10.43
1.109,5.45,0.12,12.55
1.11,5.41,-0.86,11.65
1.111,6.04,-2.82,9.45
1.112,5.45,-3.88,7.81
1.113,4.9,-4,6.9
1.114,4.12,-3.37,5.92
1.115,3.02,-2.9,5.26
1.116,2.79,-2.82,5.45
1.117,2.59,-2.86,6.04
1.118,2.55,-2.71,6.94
1.119,2.35,-2.55,7.88
1.12,1.96,-2.79,8.55
1.121,2.12,-2.9,9.41
1.122,3.06,-3.49,10.47
1.123,2.86,-6.04,12.28
1.124,5.26,-1.26,15.65
1.125,4.9,0.24,12.71
1.126,2.94,-1.73,8.94
1.127,3.69,-1.84,8.87
1.128,4.24,-1.37,9.41
1.129,3.41,-0.98,7.45
1.13,2.55,-1.41,5.06
1.131,1.73,-1.49,4.28
1.132,1.22,-1.45,4
1.133,2.16,-2.04,4.67
1.134,2.79,-2.2,5.65
1.135,2.35,-1.45,5.81
1.136,3.26,-2.04,6.24
1.137,4.04,-2.12,7.18
1.138,4.86,-1.96,7.57
1.139,6.55,-4.47,10.9
1.14,8.59,-1.53,14.55
1.141,6.08,1.41,12.2
1.142,5.81,-1.57,9.02
1.143,5.88,-3.22,6.94
1.144,3.92,-2.79,5.61
1.145,2.9,-1.77,5.33
1.146,2.55,-2,5.61
1.147,1.92,-1.84,5.53
1.148,1.96,-2.2,6
1.149,2.59,-2.43,7.1
1.15,2.63,-1.92,8.24
1.151,2.2,-2.04,8.28
1.152,2.43,-3.41,8.9
1.153,3.3,-3.73,10.4
1.154,2.59,-4.86,10.32
1.155,3.96,-4.24,13.81
1.156,6.35,-1.57,13.38
1.157,3.88,-1.73,10.04
1.158,3.57,-1.92,8.51
1.159,3.45,-1.41,8.12
1.16,3.41,-0.9,5.92
1.161,2.75,-1.53,4.82
1.162,2.12,-1.45,4.04
1.163,1.96,-1.41,4.63
1.164,2.55,-1.61,5.06
1.165,2.31,-1.41,5.06
1.166,3.57,-1.53,5.96
1.167,4.08,-1.92,6.59
1.168,4.47,-1.88,7.41
1.169,6.28,-3.1,11.06
1.17,7.69,-1.49,14.12
1.171,6.28,0.55,12.67
1.172,5.88,-1.41,9.65
1.173,6.04,-2.55,7.69
1.174,3.96,-2.55,5.84
1.175,3.73,-1.96,5.77
1.176,2.43,-2.39,5.45
1.177,1.96,-2.04,5.37
1.178,1.73,-2.47,6.2
1.179,2.35,-2.47,7.65
1.18,2.24,-2.28,8.59
1.181,1.57,-2.16,8.87
1.182,2.63,-2.75,8.83
1.183,4.04,-3.53,9.81
1.184,3.1,-4.67,9.81
1.185,4.55,-4.94,14.59
1.186,7.26,-0.9,16.79
1.187,4.35,0.35,11.18
1.188,1.77,-2.35,7.22
1.189,3.18,-2.08,7.88
1.19,3.92,-1.41,9.14
1.191,2.86,-0.98,7.45
1.192,2.2,-1.45,5.14
1.193,1.77,-1.77,4.2
1.194,1.69,-1.49,4.08
1.195,1.8,-1.61,4.55
1.196,1.92,-1.49,4.9
1.197,2.47,-1.92,5.96
1.198,4.12,-1.53,7.37
1.199,4.98,-1.77,8.55
1.2,6.55,-2.55,9.85
1.201,8.28,-2.31,12.4
1.202,5.37,0,10.51
1.203,4.35,-0.78,8.98
1.204,5.06,-2.94,7.34
1.205,4.08,-3.77,6.35
1.206,3.26,-2.51,6.79
1.207,2.9,-2.08,6.83
1.208,2.35,-2.28,6.16
1.209,2.16,-2.39,6.24
1.21,2.47,-2.59,7.18
1.211,2.51,-2.35,8
1.212,2.43,-2.43,8.59
1.213,2.47,-2.94,8.79
1.214,3.3,-3.61,10.36
1.215,2.79,-4.59,11.73
1.216,6.08,-1.57,16.55
1.217,5.81,-0.47,13.1
1.218,3.45,-1.77,9.38
1.219,4.24,-1.41,9.18
1.22,5.3,-1.26,9.14
1.221,2.86,-0.43,6.24
1.222,2.28,-0.94,4.47
1.223,2.04,-1.26,3.77
1.224,2,-1.18,3.53
1.225,2.51,-1.29,4.12
1.226,2.08,-1.37,4.55
1.227,2.2,-0.78,5.37
1.228,3.57,-1.53,7.3
1.229,3.92,-1.33,7.92
1.23,5.02,-2.55,9.06
1.231,7.37,-2.2,12.79
1.232,5.84,-0.24,12.4
1.233,6.24,-0.39,10.63
1.234,7.73,-2.75,8.47
1.235,6.59,-3.49,6.9
1.236,5.33,-2.51,6.04
1.237,3.84,-1.88,5.3
1.238,2.86,-1.88,4.86
1.239,2.24,-1.88,4.75
1.24,2.12,-2,5.33
1.241,2.55,-2.28,6.75
1.242,2.43,-2.12,7.81
1.243,1.61,-2.28,7.96
1.244,2.43,-3.49,9.45
1.245,3.14,-3.57,10.47
1.246,1.8,-6.12,11.85
1.247,6.12,-1.69,16.87
1.248,5.41,-0.71,12.91
1.249,3.8,-1.84,11.02
1.25,5.49,-1.29,11.26
1.251,5.49,-0.78,9.65
1.252,3.3,-0.43,6.24
1.253,2.79,-0.82,4.55
1.254,2.24,-1.14,3.73
1.255,2.31,-1.18,3.8
1.256,2.2,-0.75,4.16
1.257,1.8,-0.51,4.16
1.258,2.47,-0.9,4.94
1.259,2.86,-1.1,5.69
1.26,3.8,-0.98,6.67
1.261,5.65,-3.41,9.3
1.262,7.45,-1.61,13.22
1.263,5.3,0.24,12.55
1.264,5.92,-2.28,10.87
1.265,6.35,-3.33,8.87
1.266,3.73,-3.22,7.26
1.267,3.41,-2.79,6.71
1.268,2.47,-2.98,6.16
1.269,1.57,-2.86,5.77
1.27,1.53,-2.71,5.77
1.271,2.24,-2.82,6.47
1.272,2.82,-2.75,7.18
1.273,2.79,-2.63,7.73
1.274,2.71,-3.1,8.32
1.275,3.69,-3.33,9.96
1.276,3.02,-4.86,11.49
1.277,6.04,-2.43,16.44
1.278,5.61,0.04,14.04
1.279,3.65,-1.1,9.49
1.28,2.59,-2.12,8.71
1.281,3.8,-1.18,9.57
1.282,3.14,-0.75,7.69
1.283,2.24,-0.94,5.84
1.284,1.92,-1.26,5.49
1.285,1.53,-1.41,5.22
1.286,1.57,-1.37,5.06
1.287,1.96,-1.45,4.67
1.288,2,-1.65,4.51
1.289,2.16,-1.65,4.75
1.29,3.92,-1.77,6.32
1.291,5.02,-2.63,8.32
1.292,5.69,-2.59,10.59
1.293,6.12,-0.67,12.2
1.294,5.18,-0.04,11.06
1.295,6.39,-2.9,9.06
1.296,6.32,-4.2,7.92
1.297,4.55,-3.49,6.63
1.298,3.18,-2.24,6.39
1.299,2.47,-2.12,6.28
1.3,1.69,-2.35,6.08
1.301,1.41,-2.59,5.92
1.302,1.73,-2.82,6.75
1.303,2.24,-2.63,7.85
1.304,1.77,-2.75,8.36
1.305,2.2,-3.14,9.06
1.306,2.94,-3.8,10.36
1.307,3.92,-4.47,13.85
1.308,6.12,-0.78,15.18
1.309,4.82,-0.63,11.92
1.31,2.94,-2.55,8.98
1.311,4.04,-2.12,10.08
1.312,4.31,-1.22,9.81
1.313,3.65,-0.86,7.65
1.314,2.94,-0.98,5.3
1.315,2.31,-1.37,3.84
1.316,1.92,-1.33,3.53
1.317,2.16,-1.41,3.65
1.318,2.39,-1.57,4.35
1.319,2.9,-2.08,5.37
1.32,4.12,-1.96,6.2
1.321,4.86,-2.31,6.98
1.322,6,-2.98,7.69
51.99641,7.3,-3.02,10.79
1.325,6,-0.2,10.87
1.326,5.06,-1.53,9.49
1.327,6.04,-3.06,8.39
1.328,5.73,-3.49,7.85
1.329,4.28,-2.31,7.65
1.33,3.45,-2.35,7.06
1.331,2.71,-2.55,5.96
1.332,2.28,-2.67,5.53
1.333,2.28,-2.63,5.73
1.334,2.71,-2.75,6.59
1.335,2.59,-2.82,7.26
1.336,2.47,-3.53,8.47
1.337,2.82,-3.65,9.69
1.338,3.33,-4.31,10.9
1.339,2.98,-5.02,12.47
1.34,5.73,-2.08,14.95
1.341,4.86,-1.06,11.22
1.342,2.51,-3.02,8.55
1.343,3.73,-2.12,9.53
1.344,4.24,-1.92,8.94
1.345,3.49,-1.65,7.22
1.346,2.67,-1.14,5.92
1.347,2.24,-1.29,5.06
1.348,1.8,-1.65,4.16
1.349,2.47,-1.8,4.79
1.35,2.43,-1.53,4.79
1.351,2.71,-2.04,5.37
1.352,4.2,-1.61,6.79
1.353,4.51,-1.61,7.18
1.354,5.69,-2.59,7.77
1.355,7.1,-2.71,11.45
1.356,5.45,0.51,11.69
1.357,5.14,-0.35,10.75
1.358,6.63,-2,8.94
1.359,5.22,-2.75,6.94
1.36,3.88,-2.24,6.12
1.361,2.79,-2.28,5.88
1.362,2.04,-2.39,5.81
1.363,1.8,-2.67,5.96
1.364,2.16,-2.9,6.75
1.365,2.75,-2.94,7.77
1.366,3.02,-2.71,8.39
1.367,2.82,-2.86,8.79
1.368,3.57,-3.26,10.59
1.369,3.41,-4.71,10.83
1.37,2.75,-5.57,12.08
1.371,6.47,-0.94,15.26
1.372,3.84,-0.71,9.96
1.373,2.63,-2.71,8.28
1.374,4.75,-1.92,9.61
1.375,4.35,-1.02,8.75
1.376,2.39,-1.18,5.57
1.377,2.04,-1.22,4.55
1.378,1.49,-1.1,3.69
1.379,1.73,-1.14,4
1.38,2.12,-1.33,4.39
1.381,2.24,-1.49,4.67
1.382,2.94,-1.61,5.88
1.383,4.2,-1.33,7.1
1.384,4.86,-2.59,7.61
1.385,6.98,-2.71,11.18
1.386,6.39,-0.63,11.45
1.387,5.57,-1.41,10.63
1.388,7.34,-2.31,10.04
1.389,6.83,-3.49,8.28
1.39,4.9,-2.67,6.55
1.391,3.73,-2.31,5.81
1.392,2.59,-2.2,5.41
1.393,1.8,-2.2,5.49
1.394,1.61,-2.04,5.77
1.395,2.12,-2.47,6.83
1.396,2,-2.51,7.65
1.397,2.08,-2.67,8.2
1.398,2.75,-3.69,9.49
1.399,3.53,-3.49,10.55
1.4,2.24,-5.3,10.75
1.401,4.86,-3.06,15.49
1.402,6.35,-0.59,13.65
1.403,3.1,-2.04,10.43
1.404,4.86,-1.22,10.79
1.405,5.22,-0.94,9.92
1.406,3.06,-0.27,6.55
1.407,2.28,-0.59,4.82
1.408,2.12,-0.82,4.47
1.409,1.65,-1.06,3.77
1.41,2.04,-1.02,3.88
1.411,2.39,-1.18,4.51
1.412,1.37,-0.9,4.43
1.413,1.77,-1.29,5.06
1.414,2.94,-1.96,6.16
1.415,4,-3.14,7.41
1.416,7.45,-3.41,12.51
1.417,6.67,-0.35,13.89
1.418,6.67,-0.08,12.55
1.419,7.65,-2.47,10.08
1.42,5.65,-3.3,7.02
1.421,4.71,-2.9,5.84
1.422,3.88,-2.79,5.3
1.423,2.71,-2.55,5.18
1.424,2.24,-2.47,5.22
1.425,2.35,-2.51,5.81
1.426,2.12,-2.71,7.06
1.427,2.04,-2.55,7.96
1.428,2,-2.82,8.36
1.429,2.39,-3.77,9.53
1.43,2.47,-4.55,10.47
1.431,3.61,-5.33,15.3
1.432,6.63,-0.75,15.89
1.433,4.2,-2.16,10.9
1.434,4.16,-2.28,10.24
1.435,4.82,-1.57,10.16
1.436,3.45,-0.82,8.36
1.437,2.9,-0.94,5.49
1.438,2.43,-1.29,4.2
1.439,2.24,-0.75,3.37
1.44,2.47,-1.49,3.88
1.441,1.84,-1.18,3.84
1.442,1.8,-1.61,3.88
1.443,2.51,-2.43,4.75
1.444,2.82,-2.16,5.81
1.445,3.69,-1.92,6.98
1.446,5.73,-3.41,11.49
1.447,6.2,-1.88,13.77
1.448,5.96,-1.84,12.24
1.449,7.02,-3.57,9.34
1.45,5.33,-3.77,7.3
1.451,3.65,-3.22,6.32
1.452,2.79,-2.82,5.96
1.453,1.73,-2.67,5.53
1.454,1.37,-2.94,5.41
1.455,1.73,-3.22,6.24
1.456,1.84,-3.26,6.94
1.457,2.24,-2.94,8.2
1.458,2.16,-3.65,8.71
1.459,2.59,-4,9.73
1.46,3.22,-4.24,10.51
1.461,3.1,-5.96,13.53
1.462,7.41,-1.69,15.69
1.463,5.1,-1.22,12
1.464,2.82,-2.24,9.26
1.465,4.98,-2.16,10.24
1.466,4,-1.1,9.14
1.467,2.43,-0.55,6.43
1.468,2,-1.26,4.35
1.469,1.73,-0.67,3.69
1.47,2.16,-1.14,3.57
1.471,2.2,-1.53,4.55
1.472,1.57,-0.94,4.67
1.473,1.96,-1.88,5.02
1.474,2.75,-1.65,6.12
1.475,3.65,-1.88,7.61
1.476,4.39,-3.1,8.36
1.477,7.1,-3.26,13.14
1.478,6.12,-0.67,12.87
1.479,5.18,-2.86,10.36
1.48,6.39,-3.77,8.83
1.481,4.31,-3.88,7.02
1.482,3.61,-2.94,6.55
1.483,3.02,-2.86,5.84
1.484,1.77,-2.67,5.41
1.485,1.49,-2.75,5.49
1.486,1.73,-2.75,6.32
1.487,2.08,-2.79,7.34
1.488,1.96,-2.75,8.2
1.489,2.16,-2.98,8.98
1.49,2.98,-3.61,10
1.491,2.51,-4.82,10.24
1.492,5.22,-3.41,15.34
1.493,5.57,-0.47,13.38
1.494,2.12,-2.55,9.77
1.495,3.65,-2.2,10.47
1.496,4.43,-1.26,11.26
1.497,2.9,-0.82,7.57
1.498,2.79,-1.22,5.26
1.499,2.04,-1.57,3.92
1.5,1.65,-1.49,3.49
1.501,2,-1.92,3.69
1.502,1.8,-2.16,4.28
1.503,2.24,-1.65,4.86
1.504,3.22,-2.08,5.61
1.505,3.88,-1.69,6.71
1.506,5.06,-2,7.57
1.507,5.77,-3.22,9.18
1.508,6.71,-2.28,11.73
1.509,5.41,-0.31,10.98
1.51,7.49,-2.12,11.06
1.511,7.53,-2.79,9.96
1.512,5.22,-2.47,7.61
1.513,3.02,-2.08,5.57
1.514,2.43,-2.43,5.02
1.515,1.69,-2.39,5.18
1.516,1.61,-2.35,5.61
1.517,1.65,-2.75,6.08
1.518,2.47,-3.3,7.49
1.519,2.55,-3.26,8.71
1.52,2.86,-3.65,10.36
1.521,3.96,-3.92,10.79
1.522,2.98,-5.45,12.12
1.523,6.86,-1.69,15.49
1.524,3.96,-1.88,10.67
1.525,2.71,-2.82,9.73
