NAME:,walking_dor1,,
0.703,-0.75,5.96,6.35
0.704,-0.27,5.81,7.1
0.705,-1.29,4.86,7.26
0.706,-1.57,4.16,3.22
0.707,-2.51,4.47,2.82
0.708,-2.79,4.82,4.2
0.709,-2.59,5.73,5.26
0.71,-3.06,6.32,7.02
0.711,-3.14,5.84,9.14
0.712,-2.43,6.98,10.32
0.713,-2.16,7.14,11.49
0.714,-1.69,7.14,13.3
0.715,-1.88,4.08,15.18
0.716,-1.88,2.79,7.34
0.717,-2.31,4,5.22
0.718,-2.04,3.8,8.51
0.719,-1.8,3.8,7.18
0.72,-1.49,3.45,5.41
0.721,-1.02,3.61,4.2
0.722,-0.78,4.28,3.88
0.723,-0.67,5.14,5.49
0.724,-0.86,5.26,6.47
0.725,-1.1,5.65,6.67
0.726,-1.41,5.53,8.9
0.727,-1.06,5.73,7.53
0.728,-0.43,6.55,9.45
0.729,-2.12,3.57,16.67
0.73,0.51,4.43,6.71
0.731,0.51,5.57,3.61
0.732,-0.43,4.16,8.2
0.733,-1.29,3.69,4.79
0.734,-2,3.88,3.14
0.735,-1.61,4.43,4.08
0.736,-1.77,4.79,4.16
0.737,-2.24,5.96,5.14
0.738,-2.86,6.51,7.22
0.739,-3.22,6.98,8.24
0.74,-3.1,7.61,9.89
0.741,-3.65,8.87,11.26
0.742,-2.67,7.53,15.65
0.743,-2.16,6,13.22
0.744,-2.79,4.86,6.08
0.745,-2.35,5.06,7.45
0.746,-2,4.98,8.9
0.747,-1.49,4.28,5.41
0.748,-1.1,4.04,3.96
0.749,-0.78,4.16,4.79
0.75,-0.47,4.43,4.86
0.751,-0.43,4.24,4.86
0.752,-0.08,4.67,4.71
0.753,0.16,5.06,6.04
0.754,-0.86,4.86,7.57
0.755,0.35,6.71,7.41
0.756,-0.04,6.9,10.94
0.757,-0.04,5.69,12.94
0.758,0,6.24,9.26
0.759,-0.31,5.53,8.47
0.76,-1.92,4.86,3.45
0.761,-2.2,5.33,3.49
0.762,-2.39,6.04,3.65
0.763,-3.18,6.51,4.9
0.764,-4,6.63,6.59
0.765,-3.84,7.61,9.69
0.766,-4.12,8.43,11.53
0.767,-2.82,8.39,10.83
0.768,-1.73,7.49,13.49
0.769,-3.22,4.94,8.71
0.77,-3.1,5.1,5.26
0.771,-2.35,5.57,8.32
0.772,-2.2,4.04,7.37
0.773,-1.77,4,3.77
0.774,-1.33,4,3.49
0.775,-1.02,4.47,4
0.776,-0.9,4.63,4.71
0.777,-0.71,4.94,5.02
0.778,-0.39,5.18,5.84
0.779,-0.27,6.12,7.1
0.78,-1.22,5.65,6.39
0.781,-0.51,7.53,8.63
0.782,-2.39,4.82,16.24
0.783,-0.51,4.63,8.39
0.784,0.43,6.39,3.57
0.785,-0.08,4.67,7.65
0.786,-1.29,3.96,5.1
0.787,-1.88,4.79,6
0.788,-1.49,4.94,4.43
0.789,-1.96,5.77,5.84
0.79,-2.24,6.55,7.41
0.791,-3.3,7.06,8.98
0.792,-3.45,7.53,9.69
0.793,-2.75,7.85,10.4
0.794,-3.06,7.57,10.59
0.795,-3.33,7.3,14.79
0.796,-3.06,4.35,11.14
0.797,-3.14,5.18,5.22
0.798,-2.71,4.31,8.39
0.799,-2.31,4.24,7.22
0.8,-1.49,3.77,5.18
0.801,-0.86,3.69,3.22
0.802,-0.59,3.61,2.94
0.803,-0.35,3.69,2.79
0.804,-0.59,4.12,3.1
0.805,-0.9,4.94,4.47
0.806,-1.49,5.73,7.37
0.807,-1.14,6.32,5.41
0.808,0.12,8.83,8.71
0.809,-1.96,4.71,17.85
0.81,-0.27,6.28,7.45
0.811,-1.29,6.43,8.04
0.812,-1.57,4.51,8.04
0.813,-1.33,5.37,3.77
0.814,-2.12,4.86,4.04
0.815,-2,5.02,3.8
0.816,-2.35,5.57,5.14
0.817,-2.59,6.59,6.35
0.818,-3.02,7.06,7.41
0.819,-3.45,7.45,9.77
0.82,-3.18,8.39,12.12
0.821,-3.53,9.61,12.83
0.822,-3.14,7.22,17.22
0.823,-2.28,4.08,9.26
0.824,-2.12,5.18,3.3
0.825,-1.96,4.75,6.79
0.826,-1.8,4.31,7.85
0.827,-1.69,4.12,4.98
0.828,-1.45,3.57,4.47
0.829,-0.94,3.14,4.24
0.83,-0.04,3.1,3.37
0.831,0.59,3.69,3.61
0.832,0.75,4.31,5.41
0.833,0.16,5.41,8.12
0.834,-0.31,5.65,7.34
0.835,-0.08,7.3,9.65
0.836,-2.28,6.63,13.85
0.837,-1.73,6.04,9.38
0.838,-0.82,6.59,5.69
0.839,-1.22,5.18,6.79
0.84,-1.45,5.1,3.96
0.841,-2.31,4.63,3.8
0.842,-1.69,5.06,4.24
0.843,-1.96,5.53,4.94
0.844,-2.31,6.2,6.28
0.845,-2.55,7.49,9.3
0.846,-2.94,7.3,11.3
0.847,-1.8,8.63,10.98
0.848,-2.31,8.71,13.77
0.849,-1.57,6.12,14.91
0.85,-1.61,5.02,9.89
0.851,-1.33,4.67,6.16
0.852,-1.06,4.39,7.02
0.853,-1.29,3.69,6.28
0.854,-1.45,2.98,4.43
0.855,-1.33,3.22,4.16
0.856,-0.63,3.57,4.39
0.857,-0.31,3.53,4.28
0.858,0.31,4.16,4.67
0.859,0.47,4.86,6.08
0.86,0.04,5.45,8.75
0.861,1.22,6.08,6.51
0.862,-0.12,7.14,9.1
0.863,-3.06,4.9,15.77
0.864,-0.16,6.71,7.18
0.865,0.63,7.14,5.06
0.866,-0.51,6.63,8.67
0.867,-1.22,5.1,4.86
0.868,-1.45,4.71,3.3
0.869,-1.02,4.98,3.22
0.87,-1.18,5.02,2.9
0.871,-1.84,5.02,3.88
0.872,-3.22,6.55,7.65
0.873,-3.49,6.63,9.45
0.874,-1.96,9.14,10.32
0.875,-2.43,8.39,14.2
0.876,-0.67,7.69,14.32
0.877,-1.88,4.67,9.18
0.878,-2.39,5.06,5.41
0.879,-2.16,4.98,7.92
0.88,-1.88,4.31,7.88
0.881,-1.26,4.16,5.69
0.882,-0.39,3.92,4.04
0.883,-0.12,3.57,4.35
0.884,0.04,3.14,3.69
0.885,0.78,4.16,3.96
0.886,0.35,4.35,6.12
0.887,0.08,4.98,6.86
0.888,-1.06,5.57,6.47
0.889,0.63,6.79,5.57
0.89,-0.08,8.43,10.75
0.891,-2.51,4.24,14.36
0.892,0.16,8,6.63
0.893,-0.94,6.39,9.49
0.894,-1.33,5.57,4.39
0.895,-1.8,5.77,2.43
0.896,-2.47,5.18,4.71
0.897,-2.16,6.04,4.12
0.898,-2.31,6.43,5.73
0.899,-2.55,7.02,6.71
0.9,-2.16,7.61,7.96
0.901,-1.77,8.98,9.96
0.902,-1.84,9.69,11.96
0.903,-2.28,6.75,16.75
0.904,-1.77,5.37,8.94
0.905,-2.16,6.67,5.41
0.906,-2.55,5.41,9.06
0.907,-1.33,4.63,6.24
0.908,-1.14,3.77,4.28
0.909,-0.82,3.88,3.18
0.91,-0.39,3.88,3.26
0.911,-0.35,4.24,3.18
0.912,-0.59,4.71,4.51
0.913,0.16,4.9,5.49
0.914,0.24,5.88,6.86
0.915,-0.24,5.14,6.79
0.916,-0.47,6.98,7.41
0.917,-3.3,6.35,13.1
0.918,-0.67,6.55,10.08
0.919,1.57,8.43,5.61
0.92,-0.63,6.55,8.9
0.921,-1.61,5.26,6
0.922,-1.61,5.33,2.63
0.923,-2.2,4.98,3.06
0.924,-2.04,5.73,4.35
0.925,-2.08,6.79,7.06
0.926,-2.43,6.79,8.87
0.927,-2.16,7.34,8.59
0.928,-1.69,8.39,9.06
0.929,-2.31,8.24,9.53
0.93,-2.59,9.06,13.65
0.931,-3.33,4.86,13.49
0.932,-2.63,5.96,5.41
0.933,-2.55,5.65,6.43
0.934,-1.41,4.86,7.49
0.935,-0.78,4,4.67
0.936,-0.78,4.39,3.77
0.937,-0.78,3.92,4.94
0.938,-0.04,4.16,3.3
0.939,-0.27,4.08,3.49
0.94,-0.27,4.55,4.2
0.941,0,5.49,6.08
0.942,-0.9,5.1,7.26
0.943,0.35,6.67,7.77
0.944,-2,5.22,17.42
0.945,-1.37,3.96,15.85
0.946,0.51,6.39,6.43
0.947,0.16,5.84,7.18
0.948,-1.37,4.71,5.88
0.949,-1.49,4.67,2.82
0.95,-1.69,4.94,3.26
0.951,-2.12,5.14,4.04
0.952,-2.31,5.69,5.22
0.953,-2.47,6.51,6.43
0.954,-3.26,6.98,7.85
0.955,-3.18,7.61,8.9
0.956,-3.1,9.14,9.26
0.957,-4.28,8.32,13.42
0.958,-3.26,5.57,13.69
0.959,-3.22,5.77,7.73
0.96,-2.24,5.77,8.24
0.961,-2.12,5.18,9.53
0.962,-1.41,4,6.2
0.963,-1.18,4.08,3.02
0.964,-1.18,3.92,2.59
0.965,-0.55,3.96,3.69
0.966,-0.16,4.28,4.39
0.967,0.31,4.55,4.94
0.968,0.78,4.86,6.04
0.969,-0.47,4.9,7.34
0.97,-0.31,6.16,6.28
0.971,-0.67,8.16,12.43
0.972,-2.86,4.2,16.87
0.973,-0.75,6.32,8
0.974,-0.39,6.75,6.04
0.975,-0.9,4.75,6.16
0.976,-0.59,4.94,2.9
0.977,-1.14,4.71,2.59
0.978,-1.14,5.18,3.18
0.979,-1.69,5.61,5.02
0.98,-2.2,6.2,6.55
0.981,-2.47,6.94,8.83
0.982,-2.28,7.65,11.18
0.983,-2.82,8.28,10.83
0.984,-2.55,9.41,12.75
0.985,-2.08,5.41,17.46
0.986,-1.61,5.3,7.49
0.987,-1.61,5.77,5.33
0.988,-1.02,4.55,8.43
0.989,-0.55,4.2,4.98
0.99,-0.43,4.12,4.24
0.991,0.08,3.37,3.53
0.992,0.16,3.61,2.82
0.993,0.2,3.53,3.69
0.994,0.86,3.88,5.14
0.995,1.02,4.16,6.63
0.996,-0.04,4.39,7.88
0.997,0.39,5.1,6.39
0.998,-0.71,7.02,10.47
0.999,-3.41,4.9,18.91
1,0.24,7.57,8.83
1.001,1.37,7.96,6.55
1.002,-0.04,5.96,7.22
1.003,-0.71,5.14,3.26
1.004,-0.67,5.33,2.2
1.005,-1.65,5.02,3.22
1.006,-2.12,5.26,4.12
1.007,-2.35,5.69,5.02
1.008,-3.41,6.2,6.63
1.009,-3.33,6.98,8.04
1.01,-2.47,8.79,9.57
1.011,-3.57,9.96,14.16
1.012,-1.92,6.71,19.3
1.013,-2.08,4.55,11.02
1.014,-2.28,4.67,5.81
1.015,-1.53,4.12,6.9
1.016,-1.26,3.53,5.69
1.017,-0.86,2.98,3.96
1.018,-0.47,2.9,2.75
1.019,-0.04,3.02,2.71
1.02,0.24,3.33,2.71
1.021,0.27,3.84,4
1.022,0.31,4.82,6.43
1.023,-0.31,5.73,8
1.024,-0.39,6.63,7.53
1.025,0.04,8.08,11.57
1.026,-1.29,7.34,16.12
1.027,-1.61,6.83,11.18
1.028,0.24,6.67,7.69
1.029,0.39,6.08,6.59
1.03,-0.67,4.39,3.96
1.031,-1.37,4,2.35
1.032,-2.08,3.69,3.45
1.033,-2.24,4.67,2.39
1.034,-1.88,6,3.69
1.035,-1.69,7.02,6.75
1.036,-3.18,7.34,12.2
1.037,-3.22,7.65,14.28
1.038,-2.71,8.87,11.65
1.039,-2.39,8.16,15.49
1.04,-1.65,4.75,12.71
1.041,-1.57,4.98,6.63
1.042,-1.84,3.88,8.94
1.043,-1.26,3.49,7.3
1.044,-0.55,3.22,3.18
1.045,-0.9,3.22,2.47
1.046,-0.59,3.69,3.02
1.047,-0.39,3.77,3.41
1.048,0.2,5.06,4.43
1.049,0.24,4.82,5.92
1.05,0.67,5.88,7.18
1.051,0.08,5.33,8.75
1.052,1.26,6.75,7.53
1.053,0.39,6.71,13.57
1.054,-1.69,4.08,14.44
1.055,0.16,5.61,6.51
1.056,0.51,5.57,6.47
1.057,-0.71,4.9,5.45
1.058,-0.78,4.94,2.59
1.059,-1.45,5.06,2.71
1.06,-2.55,5.02,4.59
1.061,-2.86,5.57,5.49
1.062,-2.82,6.32,7.06
1.063,-3.49,6.79,9.57
1.064,-2.67,8.16,12.24
1.065,-2.67,8.36,13.42
1.066,-2.35,8.32,14.2
1.067,-2.04,5.49,14.95
1.068,-1.65,4.63,8.2
1.069,-1.14,5.14,7.34
1.07,-0.75,4.75,8.75
1.071,-0.39,3.8,7.06
1.072,-0.31,3.3,4.98
1.073,-0.24,3.22,3.92
1.074,-0.16,3.02,3.33
1.075,-0.16,3.49,2.67
1.076,0,3.49,3.1
1.077,-0.47,3.69,2.71
1.078,-1.02,4.86,4.86
1.079,-0.94,4.86,4
1.08,1.8,8,6.08
1.081,-0.2,7.1,16.16
1.082,-1.18,5.45,15.81
1.083,-0.43,7.69,10.12
1.084,-1.29,5.84,7.57
1.085,-1.49,5.92,3.69
1.086,-2.55,5.26,3.77
1.087,-2.55,5.41,4.16
1.088,-2.63,5.88,4.55
1.089,-2.82,5.96,5.26
1.09,-3.22,6.59,6.71
1.091,-3.8,6.83,10.24
1.092,-3.22,8.16,12.59
1.093,-2.35,8.87,12.87
1.094,-0.43,8,15.18
1.095,-2.12,4.75,10.94
1.096,-1.92,5.33,5.81
1.097,-1.8,4.55,8.67
1.098,-1.18,3.73,7.3
1.099,-0.86,3.41,5.41
1.1,-0.55,2.86,3.57
1.101,-0.2,3.22,2.75
1.102,-0.24,2.79,3.8
1.103,0.47,3.57,2.75
1.104,0.31,3.69,4.39
1.105,0.82,4.79,6.12
1.106,0,4.35,7.53
1.107,1.06,5.69,5.88
1.108,-0.39,7.22,10.87
1.109,-2.98,4.55,16.08
1.11,-0.94,7.18,6.35
1.111,0.08,7.49,7.3
1.112,-1.18,6.39,7.26
1.113,-1.18,6.39,4.31
1.114,-1.88,5.73,4.2
1.115,-3.41,5.41,4.47
1.116,-3.73,6.24,6.16
1.117,-3.45,6.35,8.39
1.118,-4.12,6.32,9.14
1.119,-3.57,7.45,10.87
1.12,-3.02,8.75,11.45
1.121,-2.55,8.36,14.67
1.122,-2.28,4.82,12.55
1.123,-2.51,5.37,5.3
1.124,-2.35,4.55,7.92
1.125,-1.61,4,6.86
1.126,-1.18,3.84,4.86
1.127,-1.22,3.77,3.92
1.128,-0.55,3.45,4.31
1.129,-0.43,3.37,4.2
1.13,-0.24,2.98,3.06
1.131,0.04,3.1,2.82
1.132,-0.04,3.69,4.98
1.133,-0.39,3.49,7.81
1.134,-0.08,4.28,7.57
1.135,-1.1,6.51,13.65
1.136,-2.79,4.94,16.4
1.137,0.12,7.3,9.3
1.138,0.16,7.57,8
1.139,-0.39,6.04,10.32
1.14,-0.55,5.65,5.53
1.141,-1.26,5.22,3.14
1.142,-1.8,5.02,4.08
1.143,-2.35,5.02,3.96
1.144,-2.59,5.92,5.69
1.145,-3.77,6.08,8.12
1.146,-4.04,6.2,9.41
1.147,-3.14,7.49,9.57
1.148,-1.88,8.75,11.57
1.149,-0.82,7.73,18.95
1.15,-0.98,4.86,16.87
1.151,-1.49,2.98,6.04
1.152,-1.22,3.33,3.41
1.153,-1.26,3.18,6.28
1.154,-0.9,3.77,5.37
1.155,-0.75,3.8,5.81
1.156,-0.51,3.73,5.33
1.157,0,3.69,4.31
1.158,0,3.77,4.2
1.159,-0.27,3.92,4.63
1.16,-0.35,4.9,6.55
1.161,-0.59,4.71,8.16
1.162,-0.43,5.77,5.77
1.163,0.71,5.53,7.49
1.164,-0.51,6.39,14.75
1.165,-1.26,4.16,11.65
1.166,0.94,8.08,4.9
1.167,-0.78,5.41,9.81
1.168,-1.26,5.81,5.37
1.169,-2.28,5.69,3.77
1.17,-2.82,5.65,5.22
1.171,-2.67,6.04,5.53
1.172,-2.55,6.32,6.55
1.173,-2.67,6.67,8.32
1.174,-2.47,7.34,9.57
1.175,-0.9,7.92,11.1
1.176,-1.18,7.96,14.51
1.177,-1.37,5.3,15.02
1.178,-1.06,4.31,6.83
1.179,-1.41,5.14,4.63
1.18,-1.57,5.02,8.59
1.181,-1.22,4.47,6.75
1.182,-0.78,3.92,4.71
1.183,-0.55,3.8,4
1.184,-0.63,3.06,3.49
1.185,-0.24,3.3,2.59
1.186,-0.82,3.49,3.61
1.187,0.31,4.71,4.04
1.188,0.08,4.75,6.79
1.189,-0.16,5.22,7.18
1.19,0.94,7.49,9.02
1.191,-2.2,4.71,18.51
1.192,-0.39,6.51,8.75
1.193,0.51,7.92,5.96
1.194,0.2,6.35,9.22
1.195,-0.12,5.88,4.2
1.196,-0.71,5.3,2.63
1.197,-1.18,5.14,3.88
1.198,-1.41,5.61,4.12
1.199,-1.8,5.65,5.33
1.2,-2.24,6.43,6.59
1.201,-3.06,6.79,9.73
1.202,-2.51,7.57,11.22
1.203,-2.47,8.36,11.96
1.204,-1.53,8.04,14.4
1.205,-1.8,5.73,10.28
1.206,-1.73,5.65,5.57
1.207,-1.57,4.79,7.69
1.208,-1.26,4.2,6.86
1.209,-1.02,3.57,4.94
1.21,-0.59,3.26,3.61
1.211,-0.51,2.71,3.06
1.212,-0.35,2.59,2.82
1.213,-0.55,2.39,2.47
1.214,-0.27,2.71,2.75
1.215,0.86,3.77,6.28
1.216,0.04,3.8,7.53
1.217,1.22,5.53,6.67
1.218,1.65,6.35,11.34
1.219,-0.2,4.67,20.01
1.22,2.47,8.08,10.4
1.221,0.78,6.12,9.06
1.222,-0.78,5.49,7.45
1.223,-1.69,6.59,4.04
1.224,-3.96,5.37,6.79
1.225,-4.63,5.14,6.83
1.226,-4.79,5.69,5.96
1.227,-4.59,5.96,6.43
1.228,-3.3,7.41,6.98
1.229,-1.84,8.2,8.75
1.23,-1.53,9.61,14.71
1.231,-2.16,7.06,18.24
1.232,0.63,6.98,17.06
1.233,0.78,4.51,12.71
1.234,0.59,3.45,7.61
1.235,0.82,3.41,4.24
1.236,-0.04,2.16,4.79
1.237,-0.08,2.39,3.3
1.238,-0.08,1.88,3.06
1.239,-0.35,2.31,2.59
1.24,-0.82,2.12,2.79
1.241,0,3.49,2.86
1.242,1.29,4.43,5.37
1.243,1.14,5.57,6.47
1.244,1.57,5.81,7.88
1.245,2.12,7.81,10.2
1.246,-0.35,5.49,16.55
1.247,0.94,6.32,9.34
1.248,1.18,7.26,10.04
1.249,-0.27,5.02,10.28
1.25,-0.16,4.94,3.06
1.251,-1.22,4.94,2.47
1.252,-1.77,3.88,4.24
1.253,-2.63,5.02,3.65
1.254,-2.2,6.51,5.18
1.255,-0.82,8.43,10.43
1.256,-1.18,7.41,17.02
1.257,-0.16,8.28,11.38
1.258,-1.26,8.47,12.71
1.259,0.55,7.53,15.38
1.26,0.43,5.84,13.49
1.261,-0.12,4.86,9.45
1.262,0.35,4.43,8.39
1.263,-0.04,3.3,6.98
1.264,0.27,2.67,3.92
1.265,-0.27,2.75,3.45
1.266,-0.24,2.75,3.49
1.267,-0.16,3.37,3.41
1.268,-0.55,3.1,3.65
1.269,-0.78,3.14,3.61
1.27,-0.08,4.2,4.16
1.271,0.04,4.82,5.06
1.272,1.02,5.41,5.69
1.273,1.96,7.22,6.39
1.274,-1.02,4.12,12.24
1.275,2.35,3.37,4.31
1.276,4.79,6.04,4.39
1.277,1.33,4.71,13.49
1.278,1.1,3.41,8
1.279,1.18,6.67,5.02
1.28,-1.22,2.9,6.9
1.281,-0.71,4.86,4.55
1.282,-2.43,5.06,8.16
1.283,-2.63,6.08,8
1.284,-2.98,6.94,9.69
1.285,-2.9,7.73,12.51
1.286,-3.33,7.49,11.69
1.287,-3.02,6.59,13.45
1.288,-1.65,5.1,12
1.289,-0.51,4.67,8.28
1.29,-0.31,5.53,9.02
1.291,0,3.65,11.89
1.292,1.37,3.96,8.24
1.293,0.63,2.98,6.9
1.294,0.86,2.31,4.12
1.295,0.98,2.71,2.04
1.296,0.43,2.43,3.49
1.297,0.63,2.79,3.69
1.298,1.02,3.49,5.33
1.299,1.14,3.37,6.59
1.3,1.73,4.39,6.28
1.301,0.2,5.69,12.51
1.302,1.84,4.63,15.97
1.303,3.57,6.86,9.34
1.304,2.98,5.49,8.87
1.305,0.51,5.02,6.24
1.306,-0.71,4.71,4.31
1.307,-1.45,4.35,4.35
1.308,-1.8,5.26,2.98
1.309,-2.63,5.65,4.08
1.31,-2.71,6.24,5.77
1.311,-2.35,7.45,7.34
1.312,-2.12,8.51,9.61
1.313,-0.71,9.77,12.32
1.314,-2.04,8.12,13.3
1.315,0.35,7.45,14.83
1.316,-0.39,5.1,11.34
1.317,-0.94,5.18,8.04
1.318,-0.39,4.75,10.08
1.319,0.24,3.96,7.34
1.32,0,2.94,4.86
1.321,0.04,3.1,2.9
1.322,-0.12,2.71,3.88
51.99641,0.2,2.63,3.06
1.325,0.39,3.53,2.71
1.326,0.31,3.37,3.22
1.327,1.18,3.33,5.02
1.328,0.43,3.22,5.41
1.329,2.55,3.61,5.37
1.33,0.78,4.16,16.83
1.331,-0.94,1.61,17.61
1.332,1.88,5.18,9.22
1.333,1.29,4.63,12.55
1.334,-0.35,3.33,9.89
1.335,-0.82,4.51,6.12
1.336,-0.98,4.51,6
1.337,-1.22,4.9,5.73
1.338,-1.53,5.3,5.45
1.339,-1.77,5.53,6.59
1.34,-2.12,5.77,7.92
1.341,-2.71,6,8.98
1.342,-2.63,6.67,10.75
1.343,-2.43,7.57,13.18
1.344,-1.49,7.26,17.77
1.345,-0.82,4.98,15.06
1.346,-1.29,4.79,8.98
1.347,-0.2,4.16,9.22
1.348,-0.24,3.37,7.81
1.349,0.12,2.51,4.75
1.35,-0.08,2.71,2.75
1.351,-0.04,2.43,2.86
1.352,0.39,2.51,2.9
1.353,0.16,2.51,3.33
1.354,0.35,2.51,3.37
1.355,1.14,3.26,4.2
1.356,0.47,4.47,6.16
1.357,1.45,5.26,6.16
1.358,3.22,7.73,7.3
1.359,0.55,6,17.89
1.36,0.39,6,11.96
1.361,0.82,7.57,5.53
1.362,0.08,6.35,8.87
1.363,-0.16,6.04,6.67
1.364,-1.18,5.53,4
1.365,-1.73,5.53,4.82
1.366,-1.92,5.69,4.82
1.367,-2.39,6.04,5.37
1.368,-2.59,6.98,8.43
1.369,-3.02,6.86,10.28
1.37,-2.28,8,11.38
1.371,-1.84,8.47,14.28
1.372,-1.26,6.79,16.51
1.373,-1.06,4.63,11.49
1.374,-0.82,4.94,7.34
1.375,-0.9,4.75,9.02
1.376,-0.12,4.08,7.49
1.377,0.2,3.57,5.3
1.378,0.04,3.14,4.39
1.379,0.24,3.02,3.37
1.38,0.27,2.9,3.06
1.381,0.12,3.26,3.41
1.382,0.24,3.57,2.9
1.383,0.08,4.24,4.94
1.384,-0.55,4.39,6.43
1.385,0.59,6.35,4.31
1.386,0.2,6.98,9.81
1.387,-0.59,6.32,15.26
1.388,0.43,5.45,9.57
1.389,0.39,6.32,7.45
1.39,-0.94,4.98,8.28
1.391,-0.86,5.33,4.2
1.392,-1.8,5.53,3.88
1.393,-2.28,6.24,5.45
1.394,-2.67,6.79,6.24
1.395,-2.86,7.22,6.55
1.396,-2.98,7.73,7.73
1.397,-2.79,8.36,10.32
1.398,-2.59,9.06,11.77
1.399,-2.31,9.3,14.08
1.4,-1.22,6.75,17.34
1.401,-1.57,4.08,10.4
1.402,-1.22,4.98,3.84
1.403,-1.29,4.24,4.98
1.404,-1.61,3.77,5.22
1.405,-1.26,3.8,4.28
1.406,-1.06,3.41,4.12
1.407,-0.43,3.77,3.37
1.408,-0.16,4,4.08
1.409,0.43,4.86,4.67
1.41,0.86,5.53,6.63
1.411,0.27,5.53,7.81
1.412,0.43,5.61,6.28
1.413,0,7.77,8.43
1.414,-1.96,6.71,13.49
1.415,-1.14,7.45,10.71
1.416,-0.04,7.53,7.1
1.417,-0.43,6.12,6.75
1.418,-0.75,5.41,4
1.419,-0.67,5.92,1.77
1.42,-1.45,5.92,2.71
1.421,-2.2,6.43,3.45
1.422,-2.82,7.49,4.82
1.423,-3.49,7.53,6.63
1.424,-3.18,8.04,7.41
1.425,-2.47,9.96,9.69
1.426,-3.22,10.04,12.47
1.427,-1.8,9.14,14
1.428,-2.24,7.1,12.12
1.429,-2.2,6.35,7.41
1.43,-1.18,6,7.06
1.431,-1.53,4.71,7.57
1.432,-0.9,3.8,5.41
1.433,-0.71,3.57,3.61
1.434,-0.43,3.1,3.06
1.435,0,3.77,2.98
1.436,-0.43,3.37,3.77
1.437,0,4.39,4.16
1.438,-0.04,5.1,5.92
1.439,-0.67,5.02,6.67
1.44,1.14,7.3,4.82
1.441,-0.08,8.98,12.12
1.442,-2.08,5.02,16.08
1.443,0.51,8,5.69
1.444,-0.24,6.86,6.9
1.445,-1.33,5.26,6.47
1.446,-1.06,5.88,3.33
1.447,-1.88,5.3,3.49
1.448,-1.65,6.04,4.04
1.449,-2.55,6.12,5.14
1.45,-2.55,6.79,6.08
1.451,-3.02,7.14,7.85
1.452,-2.63,8.08,8.98
1.453,-2.12,9.26,10.47
1.454,-1.69,9.41,14.24
1.455,-1.26,6.51,16.28
1.456,-1.73,5.02,7.73
1.457,-1.37,5.65,4.16
1.458,-1.26,4.94,7.41
1.459,-0.78,4.24,6.04
1.46,-0.78,4.08,4.2
1.461,-0.9,3.61,4.28
1.462,-0.47,3.49,3.18
1.463,-0.35,3.69,3.22
1.464,-0.27,4.08,3.18
1.465,0.2,4.47,4.47
1.466,-0.04,5.18,6.51
1.467,-0.51,5.53,7.02
1.468,1.14,7.49,7.49
1.469,1.06,8.98,12.91
1.47,-1.73,4.9,16.79
1.471,-0.98,6.86,6.83
1.472,-0.16,7.22,5.57
1.473,-0.78,5.33,5.61
1.474,-1.29,5.37,3.49
1.475,-1.73,5.22,4.71
1.476,-1.69,5.49,5.41
1.477,-1.53,5.77,5.02
1.478,-1.49,5.73,5.26
1.479,-1.49,6.55,6.16
1.48,-2.08,7.18,7.88
1.481,-1.33,8.59,9.38
1.482,-2.04,8.98,9.41
1.483,-2.12,9.57,15.93
1.484,-2.2,4.39,18.01
1.485,-1.96,5.49,10.47
1.486,-1.29,4.55,8.98
1.487,-0.2,4,7.61
1.488,-0.63,3.3,5.26
1.489,-0.47,3.37,4.24
1.49,0.12,3.57,4.71
1.491,0.27,3.73,4.79
1.492,0.04,3.18,4.67
1.493,0.47,3.49,3.73
1.494,-0.55,3.22,4.28
1.495,-0.35,4.08,4.31
1.496,-0.51,5.69,6.24
1.497,-0.98,6.35,5.96
1.498,1.41,9.26,6.79
