NAME:,walking4,,
0.697,1.73,-3.77,15.77
0.698,4.55,1.77,16.28
0.699,2.24,-1.8,12.91
0.7,4.28,-2.08,10.94
0.701,2.43,-0.43,8.63
0.702,2.24,-0.27,6.12
0.703,2.39,-1.53,4.9
0.704,1.96,-1.77,4.28
0.705,1.61,-1.49,4.24
0.706,1.02,-1.37,3.65
0.707,1.02,-1.65,3.8
0.708,1.61,-1.69,5.22
0.709,2.04,-2.55,6.59
0.71,2.28,-2.31,9.65
0.711,4.08,-3.88,13.53
0.712,3.8,-0.78,15.1
0.713,2.94,1.8,13.38
0.714,6.28,-2.43,12.32
0.715,5.61,-1.65,9.92
0.716,3.77,-1.33,7.77
0.717,2.28,-1.88,6.16
0.718,1.45,-2,4.71
0.719,1.26,-2.63,4.51
0.72,1.06,-2.75,5.22
0.721,0.75,-2.08,6.2
0.722,0.24,-2.31,6.24
0.723,0.59,-3.8,6.98
0.724,1.06,-3.96,8.79
0.725,2.16,-3.73,10.75
0.726,1.18,-4.9,11.45
0.727,3.88,-3.1,15.77
0.728,4.16,0.9,13.06
0.729,0.86,-1.57,7.92
0.73,2.71,-2.51,8.79
0.731,3.41,-1.18,10.83
0.732,2.71,0.08,9.1
0.733,2.67,-1.06,6.71
0.734,2.16,-1.37,4.98
0.735,1.06,-1.29,3.96
0.736,1.14,-1.69,4
0.737,1.53,-1.88,4.9
0.738,0.78,-1.1,5.45
0.739,1.29,-1.73,6.67
0.74,2.39,-2.63,8.16
0.741,2.63,-2.43,9.92
0.742,3.26,-3.65,11.96
0.743,5.61,-3.14,14.71
0.744,2.39,-1.02,11.14
0.745,4.04,-3.53,9.45
0.746,5.3,-4.35,9.85
0.747,2.98,-1.84,9.1
0.748,1.88,-1.33,6.83
0.749,1.33,-1.96,5.06
0.75,0.31,-2.55,3.45
0.751,1.06,-2.75,3.65
0.752,1.96,-2.71,5.57
0.753,1.26,-1.57,7.18
0.754,1.18,-2.59,8.43
0.755,2.43,-3.57,10.36
0.756,2.59,-3.1,12
0.757,1.8,-4.43,14.83
0.758,5.1,-0.55,15.65
0.759,1.84,-1.41,9.92
0.76,2.12,-2.63,9.06
0.761,4.24,-1.33,11.06
0.762,2,0.12,8.87
0.763,2.04,0.12,6.43
0.764,1.92,-1.22,4.67
0.765,0.9,-1.1,3.88
0.766,0.94,-1.29,4.24
0.767,0.71,-1.37,4.55
0.768,1.33,-1.37,6.43
0.769,1.18,-0.78,6.9
0.77,2.47,-1.96,8.83
0.771,3.14,-2.82,9.77
0.772,3.92,-3.57,11.81
0.773,4.86,-1.69,13.73
0.774,2.94,0.08,11.61
0.775,5.81,-3.33,10.83
0.776,5.49,-2.98,9.81
0.777,1.92,-1.26,6.75
0.778,1.57,-1.88,5.26
0.779,1.33,-2.31,4.47
0.78,0.47,-2.35,4.08
0.781,0.78,-2.67,5.14
0.782,1.45,-2.94,6.51
0.783,1.37,-3.14,8.79
0.784,1.77,-2.31,10.59
0.785,2.08,-3.14,11.14
0.786,1.45,-4.79,11.02
0.787,2.59,-4.47,14.67
0.788,4.28,-0.24,14.44
0.789,1.65,-2.04,9.73
0.79,1.8,-2.67,9.61
0.791,2.63,-1.29,10.51
0.792,1.96,-0.39,8
0.793,1.77,-0.78,5.41
0.794,1.45,-1.57,3.77
0.795,0.71,-1.1,3.61
0.796,1.26,-1.26,4.16
0.797,1.22,-1.53,5.18
0.798,1.65,-1.18,6.32
0.799,2.16,-0.9,7.18
0.8,3.57,-1.92,9.41
0.801,3.73,-2.94,10.75
0.802,4.98,-2.51,13.61
0.803,4.08,-0.51,12.59
0.804,3.49,-1.69,10.2
0.805,5.49,-3.41,9.06
0.806,3.84,-2.63,7.3
0.807,2.82,-2.31,6.28
0.808,2.24,-2.55,5.26
0.809,1.84,-2.98,4.75
0.81,1.37,-2.9,4.63
0.811,1.69,-2.67,6.28
0.812,1.69,-2.35,8.08
0.813,1.57,-2.12,9.41
0.814,1.57,-2.55,10.36
0.815,2.59,-4.08,10.9
0.816,1.92,-6.24,12.79
0.817,4.39,-2.31,16.71
0.818,3.18,-0.08,12.51
0.819,1.53,-2.75,9.41
0.82,3.33,-1.57,10.36
0.821,2.24,-0.35,9.06
0.822,1.77,-0.47,5.88
0.823,1.22,-1.29,4.39
0.824,0.55,-0.98,4.2
0.825,0.63,-1.02,4.55
0.826,1.06,-1.22,5.49
0.827,0.71,-1.57,5.69
0.828,1.77,-2.16,6.59
0.829,2.63,-2.39,8.32
0.83,2.51,-1.77,9.18
0.831,4.16,-4.31,11.53
0.832,5.69,-1.41,13.93
0.833,2.47,0.31,10.71
0.834,4.24,-2.55,9.41
0.835,5.06,-3.8,8.71
0.836,3.14,-2.12,7.88
0.837,2.71,-2.2,7.1
0.838,1.57,-2.86,5.45
0.839,0.98,-3.33,4.79
0.84,1.41,-3.33,5.1
0.841,1.77,-3.33,6.75
0.842,2.12,-2.82,8.2
0.843,2.2,-2.59,10.08
0.844,2.31,-2.79,10.79
0.845,2.24,-5.1,10.83
0.846,3.1,-4.98,15.42
0.847,4.39,1.37,13.81
0.848,1.22,-1.22,9.3
0.849,2.2,-2.67,9.81
0.85,3.06,-0.47,11.02
0.851,2.31,0,8.79
0.852,2,-0.86,5.3
0.853,1.1,-1.02,3.88
0.854,1.18,-0.67,3.84
0.855,1.33,-1.06,3.96
0.856,1.18,-0.86,4.47
0.857,1.69,-1.26,4.98
0.858,2.51,-2.04,6.55
0.859,3.26,-1.92,8.98
0.86,3.65,-2.43,10.28
0.861,5.18,-3.73,13.61
0.862,5.33,-1.57,13.69
0.863,3.22,-1.84,10.71
0.864,4.55,-2.86,8.9
0.865,3.22,-3.1,7.73
0.866,2.24,-2.12,6.47
0.867,1.41,-2.24,5.22
0.868,1.06,-2.67,4.59
0.869,0.78,-2.86,4.47
0.87,1.33,-3.18,5.77
0.871,1.77,-3.22,7.85
0.872,2.35,-2.39,10.4
0.873,2.51,-2.79,11.22
0.874,2.24,-5.02,11.22
0.875,2.75,-6,14.59
0.876,5.26,0.94,16.32
0.877,1.8,-1.29,8.98
0.878,1.06,-2.98,6.98
0.879,2.43,-1.84,8.98
0.88,2.67,-0.08,9.49
0.881,1.77,-0.24,6.55
0.882,1.18,-0.98,3.73
0.883,1.18,-1.29,2.94
0.884,1.73,-2.04,4.08
0.885,1.84,-1.73,5.26
0.886,2.28,-1.69,6.98
0.887,2.86,-1.61,8.71
0.888,3.02,-1.45,10.04
0.889,4.08,-2.31,12.51
0.89,4.55,-1.69,13.57
0.891,2.31,-0.27,10.9
0.892,4.28,-2.2,9.65
0.893,4.47,-3.49,8.47
0.894,3.22,-2.67,7.45
0.895,2.75,-1.88,6.86
0.896,1.8,-2.16,4.98
0.897,1.14,-2.94,3.92
0.898,1.18,-3.3,4.16
0.899,1.73,-2.82,5.88
0.9,1.61,-2.55,8.04
0.901,2.2,-2.98,11.02
0.902,2.35,-3.96,11.69
0.903,1.96,-6.16,15.1
0.904,4.71,-0.86,17.02
0.905,2.35,-0.39,11.49
0.906,2.08,-2.51,8.79
0.907,3.53,-1.53,9.61
0.908,2.63,-0.27,8.28
0.909,1.92,-0.55,5.22
0.91,1.37,-1.1,3.65
0.911,0.94,-1.14,3.57
0.912,1.53,-1.8,4.55
0.913,2.08,-1.26,5.88
0.914,1.45,-1.49,5.96
0.915,2.35,-2,7.02
0.916,2.75,-1.14,8.39
0.917,3.26,-2,9.22
0.918,5.96,-3.45,13.45
0.919,4.59,1.18,13.02
0.92,3.41,-0.82,9.77
0.921,5.37,-4,8.75
0.922,2.98,-2.59,7.73
0.923,2.12,-1.53,7.18
0.924,1.57,-2.59,6
0.925,0.86,-3.1,5.02
0.926,0.94,-2.86,5.77
0.927,1.92,-2.94,7.26
0.928,2.39,-2.2,9.02
0.929,1.92,-1.92,8.83
0.93,2.12,-2.67,8.87
0.931,2.82,-3.69,9.89
0.932,2.28,-5.69,13.3
0.933,5.88,-0.24,17.22
0.934,3.65,1.29,13.02
0.935,1.92,-2.04,8.98
0.936,2.63,-1.65,8.71
0.937,2.2,-0.9,8.79
0.938,1.29,-0.63,6.67
0.939,1.22,-1.1,4.63
0.94,0.67,-1.37,3.84
0.941,1.29,-1.14,3.96
0.942,1.22,-1.8,4.51
0.943,0.75,-1.61,5.06
0.944,2,-1.45,7.57
0.945,2.71,-1.29,9.57
0.946,3.26,-2,11.02
0.947,4.63,-2.9,13.53
0.948,4.75,-0.31,13.53
0.949,3.37,-1.33,10.28
0.95,5.06,-2.71,8.28
0.951,4,-3.06,7.34
0.952,2.67,-1.96,6.12
0.953,1.77,-2.31,4.98
0.954,1.06,-2.51,4.39
0.955,1.14,-2.94,4.98
0.956,1.69,-2.94,6.32
0.957,1.92,-3.06,7.73
0.958,2.12,-2.28,9.85
0.959,2,-2.55,10.43
0.96,2.24,-3.33,10.55
0.961,1.88,-5.02,11.1
0.962,3.61,-2.9,16.71
0.963,4.39,0.94,14.47
0.964,2.16,-1.53,10.04
0.965,1.77,-2.82,8.98
0.966,3.14,-1.33,9.41
0.967,2.28,-1.14,6.39
0.968,1.49,-1.18,4.16
0.969,0.98,-1.37,3.45
0.97,0.63,-1.69,3.92
0.971,1.1,-2.12,4.94
0.972,1.57,-1.84,6.2
0.973,2.2,-1.96,7.06
0.974,2.75,-1.49,7.88
0.975,3.3,-1.53,8.71
0.976,3.61,-3.26,10.79
0.977,4.82,-1.26,12.59
0.978,3.22,-0.39,11.77
0.979,4.86,-2.75,11.14
0.98,4.94,-3.14,9.57
0.981,3.3,-3.1,7.77
0.982,2.9,-2.75,6.55
0.983,1.41,-2.59,4.71
0.984,0.67,-2.79,4.08
0.985,0.71,-3.37,4.71
0.986,0.86,-3.22,6.39
0.987,1.29,-2.98,8.51
0.988,2.04,-2.67,10
0.989,1.88,-2.75,10.98
0.99,2.35,-3.57,11.57
0.991,2.75,-4.71,15.42
0.992,5.65,0.2,17.1
0.993,3.1,0.51,11.41
0.994,2.31,-2.16,8.94
0.995,3.02,-1.22,9.3
0.996,2.39,-0.04,7.96
0.997,1.69,-0.59,5.18
0.998,1.14,-1.1,3.84
0.999,1.45,-1.14,3.26
1,2.04,-1.33,3.69
1.001,2.12,-1.26,4.39
1.002,1.73,-1.84,4.79
1.003,1.92,-2.24,6.51
1.004,2.67,-2.08,8.04
1.005,3.8,-2.63,9.53
1.006,5.26,-4,12.94
1.007,4.94,0.31,14.67
1.008,4.08,1.14,13.34
1.009,6.39,-1.96,11.18
1.01,4.75,-2.79,7.53
1.011,3.41,-2.75,5.92
1.012,2.28,-2.35,4.86
1.013,1.57,-2.47,4.35
1.014,1.18,-2.51,4.39
1.015,1.33,-2.67,5.26
1.016,1.53,-2.39,6.55
1.017,1.84,-2.47,8.55
1.018,1.41,-2.82,9.69
1.019,2.47,-2.98,12.32
1.02,2.12,-4.39,12.98
1.021,3.02,-4.86,15.14
1.022,4.71,-0.94,13.81
1.023,1.69,-2.04,8.67
1.024,2.9,-2.16,8.94
1.025,3.06,-1.29,9.14
1.026,1.53,-0.55,7.14
1.027,1.61,-1.06,4.55
1.028,1.45,-1.61,4
1.029,1.26,-1.06,3.92
1.03,1.73,-1.61,4.24
1.031,1.69,-1.88,5.06
1.032,1.88,-2.12,6.32
1.033,2.67,-1.88,8.71
1.034,3.3,-1.88,9.57
1.035,4.43,-4.28,11.14
1.036,5.18,-2.82,13.3
1.037,4.16,-0.9,11.85
1.038,5.1,-2.79,10.28
1.039,5.02,-2.71,8.55
1.04,3.49,-2.63,6.59
1.041,2.2,-2.63,5.3
1.042,1.77,-2.39,4.59
1.043,1.37,-3.06,4.31
1.044,1.49,-3.18,5.02
1.045,1.45,-2.75,6.59
1.046,1.8,-2,9.22
1.047,2.39,-1.49,10.28
1.048,2.2,-2.08,10.4
1.049,2.31,-3.37,10.51
1.05,4.2,-4.31,15.18
1.051,6.12,0.43,16.24
1.052,3.14,-0.24,11.45
1.053,2.82,-1.8,9.14
1.054,2.86,-1.29,9.85
1.055,2.71,0.04,9.18
1.056,2.35,-0.08,6.9
1.057,1.69,-0.82,4.04
1.058,1.8,-1.18,3.18
1.059,1.61,-1.14,2.94
1.06,1.06,-1.45,3.92
1.061,1.49,-1.26,4.75
1.062,2.04,-1.84,6
1.063,3.61,-1.65,8.98
1.064,4.2,-1.77,10.43
1.065,5.02,-4,13.06
1.066,5.84,-1.57,13.96
1.067,4.12,-0.71,10.9
1.068,5.65,-2.63,9.49
1.069,4.51,-2.94,7.92
1.07,3.14,-2,6.79
1.071,2.51,-2.35,5.53
1.072,1.84,-2.47,4.59
1.073,1.02,-2.59,4.59
1.074,1.29,-2.75,5.41
1.075,1.37,-2.71,6.9
1.076,1.61,-2.67,8.67
1.077,1.69,-2.71,9.85
1.078,1.96,-3.33,10.59
1.079,1.84,-4.75,11.26
1.08,3.96,-2.12,17.06
1.081,4.82,1.53,14.16
1.082,2.04,-1.8,10.16
1.083,3.65,-1.69,10.24
1.084,3.41,-0.35,10.67
1.085,1.8,0.04,7.53
1.086,1.8,-0.55,5.3
1.087,0.71,-1.18,3.73
1.088,-0.27,-0.98,4.04
1.089,0.47,-0.86,4.67
1.09,0.63,-1.22,4.63
1.091,1.41,-1.8,5.1
1.092,3.41,-2.28,6.59
1.093,3.61,-2.94,8.04
1.094,4.47,-5.06,11.38
1.095,5.69,-4.12,14.98
1.096,3.88,-1.22,12.98
1.097,4.51,-3.84,10.43
1.098,4.63,-2.43,9.1
1.099,2.94,-1.06,7.3
1.1,2.39,-1.02,6.12
1.101,1.1,-1.18,4.75
1.102,0.39,-1.41,4.43
1.103,0.55,-1.77,5.14
1.104,0.86,-2.55,6.47
1.105,0.94,-3.14,7.88
1.106,0.98,-3.69,9.02
1.107,0.67,-4.12,10.32
1.108,1.92,-3.77,11.89
1.109,0.94,-5.06,12.67
1.11,3.53,-2.43,16.2
1.111,4,-0.08,14.2
1.112,2.2,-1.26,10.24
1.113,2.71,-0.9,9.49
1.114,2.55,-0.63,7.96
1.115,1.88,-0.47,6.28
1.116,1.45,-0.59,4.16
1.117,1.49,-1.73,3.92
1.118,1.53,-1.61,4.51
1.119,2.04,-1.1,5.57
1.12,2.59,-0.98,6.08
1.121,2.51,-1.61,6.67
1.122,2.75,-2.08,7.85
1.123,3.45,-2.9,8.87
1.124,4.28,-3.65,12.67
1.125,4.63,0.67,15.26
1.126,5.22,-0.63,12.91
1.127,6.12,-2.55,10
1.128,4.39,-1.77,7.53
1.129,3.14,-2.12,5.45
1.13,2.16,-2,4.51
1.131,1.14,-1.84,4.12
1.132,0.82,-1.8,4.51
1.133,1.22,-2.67,5.14
1.134,1.53,-2.98,6.51
1.135,1.96,-2.31,9.06
1.136,1.57,-2.04,10.28
1.137,1.8,-2.63,10.83
1.138,2.04,-4.47,11.34
1.139,3.33,-4.63,15.81
1.14,4.79,0.12,15.34
1.141,2.04,-1.84,10.36
1.142,2.2,-1.84,9.06
1.143,2.59,-1.18,9.02
1.144,2.28,-0.63,7.14
1.145,1.69,-1.02,4.98
1.146,1.18,-1.33,3.69
1.147,1.77,-1.92,4.55
1.148,1.69,-1.8,4.82
1.149,1.22,-1.69,5.18
1.15,2.16,-2.08,5.45
1.151,2.47,-2.2,6.71
1.152,2.94,-1.37,8.12
1.153,3.45,-3.3,9.1
1.154,5.02,-2.98,12.91
1.155,4.67,0.78,13.53
1.156,5.02,-0.71,11.49
1.157,5.65,-2.82,9.18
1.158,3.57,-2.31,7.65
1.159,2.31,-1.61,6.59
1.16,1.69,-2.08,5.61
1.161,1.33,-2.47,4.98
1.162,0.78,-2.9,4.94
1.163,1.61,-2.71,6.39
1.164,1.84,-2.71,7.57
1.165,2.47,-2.51,9.3
1.166,2.35,-2.55,10.59
1.167,2.31,-4.24,11.77
1.168,1.84,-5.96,14.67
1.169,5.49,1.18,17.3
1.17,2.67,-0.9,10.4
1.171,2.08,-2.08,8.59
1.172,2.31,-1.41,9.1
1.173,2.08,-0.39,8.79
1.174,1.69,-0.43,5.81
1.175,1.41,-0.86,4.31
1.176,0.98,-0.9,3.18
1.177,1.53,-1.29,3.61
1.178,1.22,-1.26,4.71
1.179,1.18,-0.59,5.77
1.18,1.88,-1.8,6.94
1.181,3.41,-2.2,8.79
1.182,3.73,-1.92,10.08
1.183,5.65,-4.2,12.51
1.184,6.35,-2.51,13.65
1.185,3.88,-0.43,11.65
1.186,5.02,-2.63,9.38
1.187,4.47,-3.73,7.69
1.188,3.18,-2.55,6.75
1.189,2.59,-1.84,5.88
1.19,1.77,-1.92,4.59
1.191,1.18,-2.39,4.35
1.192,1.18,-2,4.98
1.193,1.61,-1.88,7.1
1.194,2.2,-1.84,8.43
1.195,2.16,-2.12,9.38
1.196,3.02,-3.37,10.51
1.197,2.47,-4.82,11.89
1.198,2.39,-4.28,16.16
1.199,5.22,-0.2,16.16
1.2,2.79,-1.37,11.38
1.201,2.86,-1.37,9.14
1.202,3.45,-1.45,9.34
1.203,2.16,-0.63,7.77
1.204,1.92,-0.27,5.37
1.205,1.73,-0.86,4.04
1.206,0.75,-0.86,3.92
1.207,1.53,-1.18,4.31
1.208,2.04,-1.61,5.65
1.209,1.37,-1.02,6.08
1.21,2.31,-1.37,7.1
1.211,3.22,-1.33,9.02
1.212,3.53,-0.71,9.61
1.213,5.22,-3.41,12.32
1.214,5.02,-1.37,13.18
1.215,4.16,-0.51,11.85
1.216,6.35,-2.16,10.94
1.217,2.47,-2.2,5.57
1.218,2.16,-2.59,4.67
1.219,1.61,-2.39,4.55
1.22,1.41,-2.59,4.67
1.221,2,-2.71,5.3
1.222,2.08,-2.71,6.67
1.223,2.35,-1.53,8.63
1.224,2.51,-1.37,10
1.225,4.12,-2.2,10.94
1.226,2.16,-3.02,11.06
1.227,3.92,-2.55,15.93
1.228,5.88,0.71,15.42
1.229,2.9,-1.02,11.3
1.23,4.04,-1.26,11.1
1.231,4,-0.51,10.55
1.232,2.08,-0.08,7.26
1.233,2.35,-0.24,5.06
1.234,2,-0.71,2.9
1.235,0.63,-0.78,2.71
1.236,0.63,-0.67,2.86
1.237,1.57,-1.69,3.3
1.238,1.65,-2.24,4.67
1.239,2.31,-1.26,6.39
1.24,3.49,-1.1,8.63
1.241,4.28,-2.35,10.67
1.242,5.92,-1.88,14.04
1.243,4.16,0.39,13.77
1.244,6.47,-1.29,12.91
1.245,7.1,-2.71,10.43
1.246,4.67,-2.63,7.61
1.247,3.84,-2.16,6.12
1.248,2.98,-1.96,4.94
1.249,1.61,-2.51,4.08
1.25,1.18,-2.67,3.73
1.251,1.33,-3.22,4.43
1.252,1.88,-2.51,6.94
1.253,2.28,-2.35,9.02
1.254,2.43,-1.84,10.4
1.255,3.22,-2.79,11.69
1.256,2.04,-3.8,11.14
1.257,2.82,-4.43,14.16
1.258,6.16,-0.04,15.61
1.259,3.53,-0.24,12.2
1.26,3.8,-0.39,10.4
1.261,4.31,-0.51,10
1.262,2.28,0.24,6.94
1.263,1.57,-0.31,3.92
1.264,1.84,-1.22,3.14
1.265,0.67,-0.82,3.61
1.266,1.69,-0.94,4.59
1.267,1.88,-0.59,5.41
1.268,1.69,-0.75,5.37
1.269,3.14,-1.45,7.06
1.27,4.31,-1.37,9.49
1.271,5.14,-1.84,11.61
1.272,6.35,-1.1,14.12
1.273,4.12,0.63,12.43
1.274,5.88,-1.53,10.9
1.275,6,-2.9,8.59
1.276,4.12,-2.79,7.37
1.277,2.94,-1.92,6.83
1.278,2.08,-2,5.81
1.279,1.02,-2.35,4.71
1.28,1.02,-2.35,4.9
1.281,1.45,-2.51,5.77
1.282,1.69,-2.43,7.57
1.283,2.51,-2.59,10.2
1.284,3.18,-2.16,11.85
1.285,2.71,-3.22,12.16
1.286,3.26,-2.94,16.04
1.287,6.32,1.53,16.16
1.288,3.8,0.08,11.38
1.289,2.86,-0.82,8.12
1.29,3.26,-0.55,8.16
1.291,2.98,-0.24,8.12
1.292,1.96,-0.12,6.43
1.293,0.98,-0.12,4.47
1.294,0.98,-1.1,4.16
1.295,1.22,-0.59,4.59
1.296,1.73,-1.22,4.82
1.297,2.55,-1.57,5.57
1.298,3.06,-1.69,6.51
1.299,4.71,-1.73,7.96
1.3,4.98,-2.2,9.02
1.301,5.88,-2.12,10.87
1.302,6.35,-0.08,12.98
1.303,5.06,0.67,11.06
1.304,5.84,-1.02,9.73
1.305,4.16,-2,7.57
1.306,2.79,-2.2,6.98
1.307,2.2,-2.2,6.71
1.308,1.33,-2.55,5.96
1.309,0.98,-3.06,5.57
1.31,1.73,-2.79,6.39
1.311,2.12,-2.59,7.81
1.312,2.63,-1.69,9.92
1.313,2.55,-1.92,10.83
1.314,2.67,-2.24,11.02
1.315,2.55,-3.65,11.02
1.316,4.79,-3.18,16.08
1.317,4.16,0.75,14.87
1.318,1.61,-0.82,9.92
1.319,1.49,-2.12,8
1.32,2.55,-1.69,8.2
1.321,2.71,-1.37,7.65
1.322,1.88,-0.47,6.24
51.99641,0.78,-0.78,4.43
1.325,0.98,-0.98,4.24
1.326,1.06,-0.71,4.71
1.327,1.37,-0.59,4.51
1.328,1.65,-1.45,4.55
1.329,2.43,-1.1,6.35
1.33,3.53,-1.06,8.63
1.331,4.08,-1.8,10.59
1.332,5.3,-2.04,12.36
1.333,5.06,-0.39,13.53
1.334,6.12,-0.75,12.63
1.335,5.53,-2.24,9.77
1.336,4.86,-2.82,7.81
1.337,3.8,-2.55,7.02
1.338,2.79,-1.65,6.28
1.339,1.61,-1.57,4.94
1.34,0.78,-2.16,4.04
1.341,1.26,-1.33,5.37
1.342,1.22,-1.45,7.3
1.343,1.88,-1.45,8.63
1.344,2.08,-1.14,10.12
1.345,2.51,-1.45,10.79
1.346,2.71,-3.69,12.71
1.347,5.69,0.04,17.1
1.348,3.73,0.31,14.28
1.349,2.67,-0.75,10.32
1.35,2.31,-1.57,9.3
1.351,3.37,-0.51,9.89
1.352,3.49,-0.43,9.45
1.353,1.37,-0.16,6.32
1.354,1.1,-0.59,4.39
1.355,0.59,-0.71,3.88
1.356,0.78,-0.47,4.16
1.357,0.94,-0.9,4.39
1.358,1.37,-0.86,5.41
1.359,1.84,-0.9,6.63
1.36,3.37,-1.18,8.2
1.361,4.43,-2.16,9.65
1.362,4.75,-2.16,11.45
1.363,3.69,-1.18,13.02
1.364,4.98,-0.31,12.04
1.365,5.73,-2.39,9.41
1.366,4.98,-2.82,7.85
1.367,3.8,-2.2,6.79
1.368,2.86,-2.08,6
1.369,2.35,-2.12,5.37
1.37,1.69,-2,5.49
1.371,1.84,-2.12,6.04
1.372,1.84,-2.31,7.06
1.373,1.65,-1.84,8.83
1.374,1.96,-1.77,10.08
1.375,2.94,-3.02,11.49
1.376,2.75,-3.92,11.73
1.377,3.18,-4.98,14.79
1.378,6.63,0.51,17.42
1.379,2,-0.31,10.43
1.38,1.53,-1.57,8.51
1.381,3.1,-1.37,9.89
1.382,2.28,0.16,8.63
1.383,1.65,0.08,6.08
1.384,2.08,-1.45,4.9
1.385,0.86,-0.31,3.61
1.386,0.63,-0.78,3.33
1.387,1.57,-1.29,4.28
1.388,1.37,-1.49,4.9
1.389,1.84,-0.78,6.08
1.39,2.94,-0.98,7.3
1.391,3.41,-2.24,8.28
1.392,5.3,-2.51,12.04
1.393,5.06,-0.08,13.02
1.394,5.45,-1.96,12.08
1.395,6.83,-2.04,10.94
1.396,4.94,-2,8.87
1.397,3.41,-2.63,6.51
1.398,2.43,-2.63,5.1
1.399,1.61,-2.67,4.82
1.4,1.73,-2.31,5.57
1.401,1.49,-2.47,6.59
1.402,1.37,-2.39,7.06
1.403,1.53,-2.98,8.63
1.404,2.43,-2.59,11.22
1.405,2.47,-2.79,11.73
1.406,2.08,-4.55,14.24
1.407,5.22,-0.43,16.2
1.408,3.3,-0.55,11.06
1.409,2.79,-1.92,9.18
1.41,4.43,-1.57,10.2
1.411,2.67,-0.04,8.83
1.412,2.28,-0.27,5.81
1.413,1.49,-0.82,4.24
1.414,1.45,-0.63,3.45
1.415,2.16,-1.29,3.77
1.416,2.24,-1.53,4.12
1.417,2.31,-1.65,4.28
1.418,2.9,-1.84,6.32
1.419,3.22,-0.86,8.08
1.42,3.96,-1.02,8.63
1.421,5.81,-3.61,12.55
1.422,4.98,-0.67,12.75
1.423,5.18,-2.51,11.34
1.424,6.83,-3.06,10.67
1.425,4.12,-2.04,8.32
1.426,2.63,-2.28,6.04
1.427,1.88,-2.55,4.9
1.428,1.18,-2.67,4.35
1.429,0.75,-2.86,4.63
1.43,1.02,-3.02,5.69
1.431,1.88,-3.18,8.2
1.432,2.55,-2.59,10.59
1.433,2.51,-2.86,11.53
1.434,2.98,-3.18,11.77
1.435,2.59,-4.51,11.65
1.436,4,-3.49,15.46
1.437,4.75,0.75,13.45
1.438,1.8,-1.45,9.14
1.439,2.47,-1.96,8.28
1.44,2.75,-0.9,8.98
1.441,1.92,-0.2,7.14
1.442,1.8,-1.29,4.94
1.443,1.96,-1.53,3.69
1.444,1.88,-1.65,3.57
1.445,1.88,-1.57,4.79
1.446,1.73,-1.18,4.51
1.447,2,-1.73,5.41
1.448,3.37,-1.65,7.37
1.449,3.57,-1.49,8.67
1.45,6.04,-3.14,12.79
1.451,6.83,-1.29,13.53
1.452,4.28,0.12,10.9
1.453,6.47,-2.47,9.96
1.454,5.84,-2.55,8.59
1.455,3.57,-2.47,6.28
1.456,2.59,-2.43,5.3
1.457,2.16,-2.55,4.79
1.458,1.02,-2.47,4.47
1.459,1.06,-2.94,5.26
1.46,1.8,-2.59,7.92
1.461,2.28,-2.16,9.73
1.462,2.55,-2.43,10.47
1.463,2.47,-3.14,10.51
1.464,2.47,-3.96,11.3
1.465,4.47,-2.47,16.04
1.466,5.3,0.63,14.83
1.467,2.79,-1.14,10.67
1.468,3.02,-1.33,10.16
1.469,3.8,-0.47,10.2
1.47,2.59,-0.12,6.94
1.471,2.12,-1.02,4.2
1.472,0.9,-0.98,3.57
1.473,1.18,-0.9,3.41
1.474,1.65,-1.18,4.55
1.475,1.37,-0.43,5.14
1.476,2.35,-1.18,5.61
1.477,3.41,-1.65,7.37
1.478,4,-1.02,8.16
1.479,4.98,-2.47,10.79
1.48,6.35,-1.22,13.14
1.481,4.39,0.67,12.12
1.482,5.77,-1.26,10.71
1.483,5.3,-2.71,8.28
1.484,3.65,-2.51,6.59
1.485,3.1,-2.39,5.96
1.486,1.88,-2.47,4.94
1.487,0.98,-2.75,4.94
1.488,1.49,-2.55,5.88
1.489,2.16,-2.28,7.73
1.49,2.28,-2.28,8.83
1.491,2.43,-2.04,9.85
1.492,3.02,-2.59,10.51
1.493,2.9,-4.47,11.41
1.494,5.88,-0.94,16.28
1.495,5.92,0.94,13.45
1.496,2.82,-1.02,9.53
1.497,3.92,-1.45,9.81
1.498,3.96,0,10
1.499,3.33,0,7.81
1.5,2.35,-0.43,4.9
1.501,1.92,-0.98,4.39
1.502,1.57,-0.51,4.2
1.503,1.02,-0.67,3.8
1.504,1.49,-1.77,4.24
1.505,1.14,-1.61,4.86
1.506,2.39,-1.02,6.35
1.507,3.49,-0.94,7.61
1.508,3.96,-2.51,8.28
1.509,6.94,-2.31,11.96
1.51,4.86,0.59,11.18
1.511,5.53,-0.98,10.98
1.512,7.85,-1.92,10.94
1.513,5.26,-2.51,9.26
1.514,4.35,-2.2,7.53
1.515,3.22,-2.35,5.69
1.516,1.84,-2.67,4.43
1.517,1.26,-2.51,4.82
1.518,1.41,-2.28,5.61
1.519,1.57,-2.35,6.94
1.52,1.41,-2.16,8.24
1.521,2,-1.69,9.34
1.522,3.33,-1.84,10.75
1.523,2.24,-3.37,11.81
1.524,4.16,-0.55,15.93
1.525,4.98,1.92,14.75
1.526,2.82,-1.57,11.61
1.527,5.06,-0.31,12.4
1.528,4.55,0.86,9.96
